,date,open,close,high,low,volume,volume_value,amplitude,volatility_ratio,volatility_price,change_rate
0,2014-03-28,4148.11,4049.64,4156.13,4040.52,72829466,68413374208.0,0.0,0.0,0.0,0.0
1,2014-03-31,4040.61,4017.01,4051.03,3991.88,50911652,47561857792.0,1.46,-0.81,-32.63,0.0
2,2014-04-01,4010.92,4084.63,4084.63,4010.88,46164216,43301550848.0,1.84,1.68,67.62,0.0
3,2014-04-02,4085.41,4065.11,4095.72,4053.87,50796590,47684721408.0,1.02,-0.48,-19.52,0.0
4,2014-04-03,4064.41,4071.43,4088.7,4048.09,51190461,48317272832.0,1.0,0.16,6.32,0.0
5,2014-04-04,4062.97,4118.53,4118.53,4054.81,48105600,46050199040.0,1.57,1.16,47.1,0.0
6,2014-04-08,4099.84,4146.73,4146.81,4091.8,55145843,52899901440.0,1.34,0.68,28.2,0.0
7,2014-04-09,4148.48,4194.65,4194.74,4148.48,57330911,58851536896.0,1.12,1.16,47.92,0.0
8,2014-04-10,4195.94,4207.07,4230.45,4192.89,67132577,69371039744.0,0.9,0.3,12.42,0.0
9,2014-04-11,4188.78,4192.65,4198.65,4161.25,60169172,59195137280.0,0.89,-0.34,-14.42,0.0
10,2014-04-14,4191.27,4227.15,4227.25,4189.84,59234245,58404774144.0,0.89,0.82,34.5,0.0
11,2014-04-15,4224.8,4207.13,4226.02,4197.86,59159132,58609911808.0,0.67,-0.47,-20.02,0.0
12,2014-04-16,4198.71,4212.42,4214.17,4181.98,52701524,52824463360.0,0.77,0.13,5.29,0.0
13,2014-04-17,4214.11,4216.67,4227.02,4211.76,55349681,54669172736.0,0.36,0.1,4.25,0.0
14,2014-04-18,4207.58,4234.31,4234.38,4199.18,50767877,51437381632.0,0.83,0.42,17.64,0.0
15,2014-04-21,4209.9,4170.21,4239.46,4166.93,58167887,59079453440.0,1.71,-1.51,-64.1,0.0
16,2014-04-22,4159.98,4129.36,4175.37,4074.68,58670060,57550169600.0,2.41,-0.98,-40.85,0.0
17,2014-04-23,4123.93,4117.73,4143.48,4100.97,46069678,44317357824.0,1.03,-0.28,-11.63,0.0
18,2014-04-24,4111.08,4082.22,4116.63,4072.49,48870656,47409758208.0,1.07,-0.86,-35.51,0.0
19,2014-04-25,4076.78,3997.57,4080.74,3995.89,54445345,50831828480.0,2.08,-2.07,-84.65,0.0
20,2014-04-28,3979.59,3863.24,3979.59,3860.28,52452452,47968561408.0,2.98,-3.36,-134.33,0.0
21,2014-04-29,3851.96,3908.82,3909.03,3850.74,40739628,38636193536.0,1.51,1.18,45.58,0.0
22,2014-04-30,3904.63,3951.1,3951.13,3899.97,40361454,38051674112.0,1.31,1.08,42.28,0.0
23,2014-05-05,3945.11,3997.72,3997.88,3936.55,43208461,40807212288.0,1.55,1.18,46.62,0.0
24,2014-05-06,3995.55,4027.19,4041.26,3991.04,48063985,47667114496.0,1.26,0.74,29.47,0.0
25,2014-05-07,4015.97,3958.49,4015.97,3956.27,48086996,46455959296.0,1.48,-1.71,-68.7,0.0
26,2014-05-08,3946.75,3960.07,4004.28,3941.54,46133727,42714259968.0,1.58,0.04,1.58,0.0
27,2014-05-09,3954.06,3919.4,3957.21,3889.86,45678628,42018550272.0,1.7,-1.03,-40.67,0.0
28,2014-05-12,3936.74,4000.09,4000.15,3927.38,53341348,48636540672.0,1.86,2.06,80.69,0.0
29,2014-05-13,3996.0,3996.18,4011.55,3980.6,48906125,45586927104.0,0.77,-0.1,-3.91,0.0
30,2014-05-14,3991.6,3998.87,4007.09,3985.06,42480471,41073453568.0,0.55,0.07,2.69,0.0
31,2014-05-15,3993.94,3926.31,3996.38,3923.55,46143032,45425833984.0,1.82,-1.81,-72.56,0.0
32,2014-05-16,3915.59,3917.16,3924.27,3870.57,41366513,39873158400.0,1.37,-0.23,-9.15,0.0
33,2014-05-19,3909.38,3905.56,3909.38,3875.97,36329087,34548468992.0,0.85,-0.3,-11.6,0.0
34,2014-05-20,3920.14,3927.42,3952.95,3916.68,39214803,40414690560.0,0.93,0.56,21.86,0.0
35,2014-05-21,3921.76,3960.32,3960.42,3891.29,37943543,37975851008.0,1.76,0.84,32.9,0.0
36,2014-05-22,3960.93,3965.77,4000.67,3960.93,49548933,50042757632.0,1.0,0.14,5.45,0.0
37,2014-05-23,3961.08,4005.64,4005.64,3954.32,43974083,44744368384.0,1.29,1.01,39.87,0.0
38,2014-05-26,4011.88,4057.59,4057.66,4011.88,50413501,54251684864.0,1.14,1.3,51.95,0.0
39,2014-05-27,4056.61,4045.04,4062.91,4039.23,48510415,51142359296.0,0.58,-0.31,-12.55,0.0
40,2014-05-28,4043.67,4094.67,4094.67,4040.53,58288668,60004314112.0,1.34,1.23,49.63,0.0
41,2014-05-29,4091.94,4046.28,4097.52,4045.15,57828774,59864609792.0,1.28,-1.18,-48.39,0.0
42,2014-05-30,4040.68,4055.87,4063.66,4017.95,49594071,50110359040.0,1.13,0.24,9.59,0.0
43,2014-06-03,4057.0,4053.77,4073.01,4053.2,47389033,47452960512.0,0.49,-0.05,-2.1,0.0
44,2014-06-04,4049.02,4027.4,4049.02,3994.39,47919928,47096984576.0,1.35,-0.65,-26.37,0.0
45,2014-06-05,4021.5,4077.27,4077.35,4018.12,48311475,49256974592.0,1.47,1.24,49.87,0.0
46,2014-06-06,4077.73,4071.55,4086.0,4048.8,51425912,52731551232.0,0.91,-0.14,-5.72,0.0
47,2014-06-09,4064.32,4049.51,4079.27,4045.24,44781366,46655284480.0,0.84,-0.54,-22.04,0.0
48,2014-06-10,4049.12,4097.77,4097.85,4032.6,52404900,54170916608.0,1.61,1.19,48.26,0.0
49,2014-06-11,4094.31,4121.79,4123.42,4089.12,55397901,58581612800.0,0.84,0.59,24.02,0.0
50,2014-06-12,4115.1,4119.9,4131.57,4103.32,59077266,60729350400.0,0.69,-0.05,-1.89,0.0
51,2014-06-13,4114.68,4165.65,4167.1,4113.37,65683374,69160996864.0,1.3,1.11,45.75,0.0
52,2014-06-16,4169.17,4191.96,4192.68,4169.17,63690409,67783420160.0,0.56,0.63,26.31,0.0
53,2014-06-17,4187.81,4158.99,4187.81,4156.87,66433134,65440172288.0,0.74,-0.79,-32.97,0.0
54,2014-06-18,4155.9,4125.61,4161.01,4122.72,62856594,61040335104.0,0.92,-0.8,-33.38,0.0
55,2014-06-19,4119.54,4011.68,4128.16,3988.29,64168579,61234056448.0,3.39,-2.76,-113.93,0.0
56,2014-06-20,4006.97,4056.71,4056.94,4003.18,46876664,44116150784.0,1.34,1.12,45.03,0.0
57,2014-06-23,4062.44,4106.17,4114.35,4062.44,52737984,53190917632.0,1.28,1.22,49.46,0.0
58,2014-06-24,4105.55,4136.22,4136.37,4104.18,54478039,54968193280.0,0.78,0.73,30.05,0.0
59,2014-06-25,4133.0,4120.12,4133.0,4102.65,52357445,52116421888.0,0.73,-0.39,-16.1,0.0
60,2014-06-26,4118.73,4180.72,4183.84,4118.73,63976192,65574855168.0,1.58,1.47,60.6,0.0
61,2014-06-27,4181.14,4217.99,4234.18,4174.06,72759562,72103239680.0,1.44,0.89,37.27,0.0
62,2014-06-30,4223.25,4263.16,4263.36,4215.52,75499315,75033026560.0,1.13,1.07,45.17,0.0
63,2014-07-01,4265.42,4289.98,4290.02,4254.36,79220052,75254276096.0,0.84,0.63,26.82,0.0
64,2014-07-02,4291.47,4319.1,4319.15,4273.55,84865004,80581091328.0,1.06,0.68,29.12,0.0
65,2014-07-03,4319.49,4344.43,4351.75,4306.82,93315415,84811186176.0,1.04,0.59,25.33,0.0
66,2014-07-04,4342.4,4343.96,4352.47,4328.23,84172293,77535346688.0,0.56,-0.01,-0.47,0.0
67,2014-07-07,4343.81,4346.23,4351.35,4319.57,75475192,70957854720.0,0.73,0.05,2.27,0.0
68,2014-07-08,4341.96,4382.85,4383.16,4312.13,76078589,73692295168.0,1.63,0.84,36.62,0.0
69,2014-07-09,4375.54,4322.55,4394.68,4321.97,88898670,86945996800.0,1.66,-1.38,-60.3,0.0
70,2014-07-10,4317.01,4336.43,4354.18,4314.18,73759037,71268577280.0,0.93,0.32,13.88,0.0
71,2014-07-11,4333.8,4368.01,4376.69,4332.36,74109478,70161158144.0,1.02,0.73,31.58,0.0
72,2014-07-14,4371.79,4423.26,4423.27,4371.2,79783119,77563584512.0,1.19,1.26,55.25,0.0
73,2014-07-15,4409.47,4395.14,4410.83,4365.06,88377633,83053547520.0,1.03,-0.64,-28.12,0.0
74,2014-07-16,4389.04,4346.94,4396.54,4329.53,80086047,73507315712.0,1.52,-1.1,-48.2,0.0
75,2014-07-17,4340.8,4334.68,4344.41,4304.83,63905551,58683274496.0,0.91,-0.28,-12.26,0.0
76,2014-07-18,4322.24,4340.59,4361.64,4316.17,60899249,55860980736.0,1.05,0.14,5.91,0.0
77,2014-07-21,4337.89,4329.36,4342.97,4310.52,60108424,55835801600.0,0.75,-0.26,-11.23,0.0
78,2014-07-22,4325.33,4382.75,4382.81,4324.5,68474109,63367992832.0,1.35,1.23,53.39,0.0
79,2014-07-23,4383.56,4335.42,4389.49,4318.19,81360084,72822407168.0,1.63,-1.08,-47.33,0.0
80,2014-07-24,4329.94,4306.77,4337.16,4267.4,80864786,69448544256.0,1.61,-0.66,-28.65,0.0
81,2014-07-25,4304.4,4342.7,4342.7,4304.4,71478533,59278829056.0,0.89,0.83,35.93,0.0
82,2014-07-28,4350.56,4410.77,4410.85,4350.56,93503941,78325886976.0,1.39,1.57,68.07,0.0
83,2014-07-29,4415.54,4467.92,4472.29,4408.84,100827533,89544650752.0,1.44,1.3,57.15,0.0
84,2014-07-30,4462.56,4498.75,4499.36,4458.24,100102533,89600606208.0,0.92,0.69,30.83,0.0
85,2014-07-31,4496.61,4531.26,4531.29,4490.93,92057152,82986827776.0,0.9,0.72,32.51,0.0
86,2014-08-01,4521.93,4484.77,4541.55,4477.45,106382620,96005644288.0,1.41,-1.03,-46.49,0.0
87,2014-08-04,4487.91,4550.38,4550.61,4487.91,91362660,83255328768.0,1.4,1.46,65.61,0.0
88,2014-08-05,4554.49,4584.38,4584.4,4530.13,100054756,92229308416.0,1.19,0.75,34.0,0.0
