,代码,名称,接待机构数量,接待日期,公告日期
9237,002399,海普瑞,1,2023-04-14,2023-04-14
9238,002459,晶澳科技,1,2023-04-14,2023-04-14
9239,002539,云图控股,1,2023-04-14,2023-04-14
9240,002578,闽发铝业,1,2023-04-14,2023-04-14
9241,002708,光洋股份,1,2023-04-14,2023-04-14
9242,002960,青鸟消防,1,2023-04-14,2023-04-14
9243,002990,盛视科技,1,2023-04-14,2023-04-14
9244,300119,瑞普生物,1,2023-04-14,2023-04-14
9245,300268,*ST佳沃,1,2023-04-14,2023-04-14
9246,300316,晶盛机电,1,2023-04-14,2023-04-14
9247,300374,中铁装配,1,2023-04-14,2023-04-14
9248,300445,康斯特,1,2023-04-14,2023-04-14
9249,300452,山河药辅,1,2023-04-14,2023-04-14
9250,300553,集智股份,1,2023-04-14,2023-04-14
9251,300801,泰和科技,1,2023-04-14,2023-04-14
9252,300905,宝丽迪,1,2023-04-14,2023-04-14
9253,300926,博俊科技,1,2023-04-14,2023-04-14
9254,300938,信测标准,1,2023-04-14,2023-04-14
9255,601279,英利汽车,1,2023-04-14,2023-04-14
9256,603181,皇马科技,1,2023-04-14,2023-04-14
9257,605167,利柏特,1,2023-04-14,2023-04-14
9258,605228,神通科技,1,2023-04-14,2023-04-14
9259,000538,云南白药,1,2023-04-13,2023-04-14
9260,001289,龙源电力,1,2023-04-13,2023-04-14
9261,002148,北纬科技,1,2023-04-13,2023-04-14
9262,002166,莱茵生物,1,2023-04-13,2023-04-14
9263,002182,云海金属,1,2023-04-13,2023-04-14
9264,002365,永安药业,1,2023-04-13,2023-04-14
9265,002552,宝鼎科技,1,2023-04-13,2023-04-14
9266,002594,比亚迪,1,2023-04-13,2023-04-14
9267,300066,三川智慧,1,2023-04-13,2023-04-14
9268,300235,方直科技,1,2023-04-13,2023-04-14
9269,300296,利亚德,1,2023-04-13,2023-04-14
9270,300389,艾比森,1,2023-04-13,2023-04-14
9271,300390,天华新能,1,2023-04-13,2023-04-14
9272,300461,田中精机,1,2023-04-13,2023-04-14
9273,300485,赛升药业,1,2023-04-13,2023-04-14
9274,300516,久之洋,1,2023-04-13,2023-04-14
9275,300552,万集科技,1,2023-04-13,2023-04-14
9276,300682,朗新科技,1,2023-04-13,2023-04-14
9277,300821,东岳硅材,1,2023-04-13,2023-04-14
9278,301215,中汽股份,1,2023-04-13,2023-04-14
9279,301226,祥明智能,1,2023-04-13,2023-04-14
9280,301367,怡和嘉业,1,2023-04-13,2023-04-14
9281,688335,复洁环保,1,2023-04-13,2023-04-14
9282,688375,国博电子,1,2023-04-13,2023-04-14
9283,000822,山东海化,1,2023-04-12,2023-04-14
9284,001269,欧晶科技,1,2023-04-12,2023-04-14
9285,002156,通富微电,1,2023-04-12,2023-04-14
9286,300296,利亚德,1,2023-04-12,2023-04-14
9287,300596,利安隆,1,2023-04-12,2023-04-14
9288,300653,正海生物,1,2023-04-12,2023-04-14
9289,301096,百诚医药,1,2023-04-12,2023-04-14
9290,600495,晋西车轴,1,2023-04-12,2023-04-14
9291,601528,瑞丰银行,1,2023-04-12,2023-04-14
9292,301380,挖金客,1,2023-04-06,2023-04-14
9293,002273,水晶光电,188,2023-04-12,2023-04-13
9294,688100,威胜信息,92,2023-03-01,2023-04-13
9295,000811,冰轮环境,82,2023-04-13,2023-04-13
9296,603170,宝立食品,40,2023-04-12,2023-04-13
9297,000726,鲁泰A,37,2023-04-12,2023-04-13
9298,002918,蒙娜丽莎,33,2023-04-12,2023-04-13
9299,688147,微导纳米,32,2023-03-01,2023-04-13
9300,300416,苏试试验,31,2023-04-12,2023-04-13
9301,002463,沪电股份,30,2023-04-12,2023-04-13
9302,601515,东风股份,26,2023-04-11,2023-04-13
9303,688131,皓元医药,21,2023-03-22,2023-04-13
9304,301216,万凯新材,16,2023-04-12,2023-04-13
9305,300785,值得买,14,2023-04-12,2023-04-13
9306,688153,唯捷创芯,14,2023-03-01,2023-04-13
9307,301369,联动科技,12,2023-04-11,2023-04-13
9308,003028,振邦智能,11,2023-04-11,2023-04-13
9309,688420,美腾科技,10,2023-04-12,2023-04-13
9310,301195,北路智控,10,2023-04-11,2023-04-13
9311,300969,恒帅股份,9,2023-04-12,2023-04-13
9312,002060,粤水电,7,2023-04-12,2023-04-13
9313,003028,振邦智能,6,2023-04-13,2023-04-13
9314,688550,瑞联新材,6,2023-03-01,2023-04-13
9315,000629,钒钛股份,5,2023-04-13,2023-04-13
9316,000898,鞍钢股份,5,2023-04-12,2023-04-13
9317,300327,中颖电子,4,2023-04-11,2023-04-13
9318,000987,越秀资本,2,2023-04-12,2023-04-13
9319,002320,海峡股份,2,2023-04-12,2023-04-13
9320,003028,振邦智能,2,2023-04-12,2023-04-13
9321,300541,先进数通,2,2023-04-12,2023-04-13
9322,002192,融捷股份,1,2023-04-13,2023-04-13
9323,002594,比亚迪,1,2023-04-13,2023-04-13
9324,300508,维宏股份,1,2023-04-13,2023-04-13
9325,300659,中孚信息,1,2023-04-13,2023-04-13
9326,300741,华宝股份,1,2023-04-13,2023-04-13
9327,300788,中信出版,1,2023-04-13,2023-04-13
9328,300813,泰林生物,1,2023-04-13,2023-04-13
9329,300852,四会富仕,1,2023-04-13,2023-04-13
9330,301106,骏成科技,1,2023-04-13,2023-04-13
9331,301216,万凯新材,1,2023-04-13,2023-04-13
9332,301268,铭利达,1,2023-04-13,2023-04-13
9333,000060,中金岭南,1,2023-04-12,2023-04-13
9334,000538,云南白药,1,2023-04-12,2023-04-13
9335,000636,风华高科,1,2023-04-12,2023-04-13
9336,000707,双环科技,1,2023-04-12,2023-04-13
9337,000910,大亚圣象,1,2023-04-12,2023-04-13
9338,001203,大中矿业,1,2023-04-12,2023-04-13
9339,001308,康冠科技,1,2023-04-12,2023-04-13
9340,002030,达安基因,1,2023-04-12,2023-04-13
9341,002134,天津普林,1,2023-04-12,2023-04-13
9342,002194,武汉凡谷,1,2023-04-12,2023-04-13
9343,002430,杭氧股份,1,2023-04-12,2023-04-13
9344,002594,比亚迪,1,2023-04-12,2023-04-13
9345,002644,佛慈制药,1,2023-04-12,2023-04-13
9346,002690,美亚光电,1,2023-04-12,2023-04-13
9347,002697,红旗连锁,1,2023-04-12,2023-04-13
9348,002871,伟隆股份,1,2023-04-12,2023-04-13
9349,003031,中瓷电子,1,2023-04-12,2023-04-13
9350,300009,安科生物,1,2023-04-12,2023-04-13
9351,300857,协创数据,1,2023-04-12,2023-04-13
9352,300993,玉马遮阳,1,2023-04-12,2023-04-13
9353,301020,密封科技,1,2023-04-12,2023-04-13
9354,872190,雷神科技,1,2023-04-12,2023-04-13
9355,000338,潍柴动力,1,2023-04-11,2023-04-13
9356,000761,本钢板材,1,2023-04-11,2023-04-13
9357,300227,光韵达,1,2023-04-11,2023-04-13
9358,300997,欢乐家,284,2023-04-11,2023-04-12
9359,002612,朗姿股份,226,2023-04-11,2023-04-12
9360,002429,兆驰股份,155,2023-04-11,2023-04-12
9361,301029,怡合达,124,2023-04-06,2023-04-12
9362,301122,采纳股份,107,2023-04-11,2023-04-12
9363,002737,葵花药业,91,2023-04-12,2023-04-12
9364,300146,汤臣倍健,66,2023-04-10,2023-04-12
9365,002837,英维克,57,2023-04-11,2023-04-12
9366,688377,迪威尔,51,2023-02-01,2023-04-12
9367,688677,海泰新光,44,2023-03-02,2023-04-12
9368,000837,秦川机床,38,2023-04-11,2023-04-12
9369,688677,海泰新光,35,2023-03-10,2023-04-12
9370,300296,利亚德,31,2023-04-10,2023-04-12
9371,600866,星湖科技,28,2023-04-12,2023-04-12
9372,301193,家联科技,25,2023-04-11,2023-04-12
9373,002463,沪电股份,24,2023-04-11,2023-04-12
9374,688677,海泰新光,23,2023-03-16,2023-04-12
9375,688486,龙迅股份,22,2023-02-28,2023-04-12
9376,600361,创新新材,21,2023-04-09,2023-04-12
9377,688486,龙迅股份,18,2023-03-08,2023-04-12
9378,002690,美亚光电,17,2023-04-11,2023-04-12
9379,000629,钒钛股份,16,2023-04-12,2023-04-12
9380,000962,东方钽业,15,2023-04-11,2023-04-12
9381,003018,金富科技,15,2023-04-11,2023-04-12
9382,300054,鼎龙股份,15,2023-04-11,2023-04-12
9383,600941,中国移动,15,2023-03-23,2023-04-12
9384,688486,龙迅股份,13,2023-03-07,2023-04-12
9385,300785,值得买,12,2023-04-11,2023-04-12
9386,001283,豪鹏科技,11,2023-04-11,2023-04-12
9387,688819,天能股份,11,2023-03-25,2023-04-12
9388,002611,东方精工,9,2023-04-06,2023-04-12
9389,002611,东方精工,9,2023-04-03,2023-04-12
9390,002402,和而泰,7,2023-04-10,2023-04-12
9391,002611,东方精工,6,2023-04-04,2023-04-12
9392,688486,龙迅股份,6,2023-02-24,2023-04-12
9393,688063,派能科技,5,2023-04-12,2023-04-12
9394,001206,依依股份,5,2023-04-11,2023-04-12
9395,688677,海泰新光,5,2023-03-08,2023-04-12
9396,300196,长海股份,4,2023-04-11,2023-04-12
9397,830799,艾融软件,4,2023-04-11,2023-04-12
9398,002572,索菲亚,4,2023-04-10,2023-04-12
9399,002594,比亚迪,3,2023-04-11,2023-04-12
9400,688486,龙迅股份,3,2023-03-09,2023-04-12
9401,000776,广发证券,2,2023-04-11,2023-04-12
9402,300266,兴源环境,2,2023-04-11,2023-04-12
9403,300267,尔康制药,2,2023-04-11,2023-04-12
9404,000524,岭南控股,1,2023-04-12,2023-04-12
9405,000962,东方钽业,1,2023-04-12,2023-04-12
9406,002032,苏泊尔,1,2023-04-12,2023-04-12
9407,002039,黔源电力,1,2023-04-12,2023-04-12
9408,002106,莱宝高科,1,2023-04-12,2023-04-12
9409,002151,北斗星通,1,2023-04-12,2023-04-12
9410,002290,禾盛新材,1,2023-04-12,2023-04-12
9411,002451,摩恩电气,1,2023-04-12,2023-04-12
9412,002469,三维化学,1,2023-04-12,2023-04-12
9413,002516,旷达科技,1,2023-04-12,2023-04-12
9414,002866,传艺科技,1,2023-04-12,2023-04-12
9415,002873,新天药业,1,2023-04-12,2023-04-12
9416,003006,百亚股份,1,2023-04-12,2023-04-12
9417,300142,沃森生物,1,2023-04-12,2023-04-12
9418,300259,新天科技,1,2023-04-12,2023-04-12
9419,300365,恒华科技,1,2023-04-12,2023-04-12
9420,300667,必创科技,1,2023-04-12,2023-04-12
9421,300726,宏达电子,1,2023-04-12,2023-04-12
9422,300787,海能实业,1,2023-04-12,2023-04-12
9423,300940,南极光,1,2023-04-12,2023-04-12
9424,831689,克莱特,1,2023-04-12,2023-04-12
9425,000016,深康佳A,1,2023-04-11,2023-04-12
9426,000404,长虹华意,1,2023-04-11,2023-04-12
9427,000538,云南白药,1,2023-04-11,2023-04-12
9428,002226,江南化工,1,2023-04-11,2023-04-12
9429,002320,海峡股份,1,2023-04-11,2023-04-12
9430,002596,海南瑞泽,1,2023-04-11,2023-04-12
9431,002938,鹏鼎控股,1,2023-04-11,2023-04-12
9432,300092,科新机电,1,2023-04-11,2023-04-12
9433,300127,银河磁体,1,2023-04-11,2023-04-12
9434,300200,高盟新材,1,2023-04-11,2023-04-12
9435,300289,利德曼,1,2023-04-11,2023-04-12
9436,300398,飞凯材料,1,2023-04-11,2023-04-12
9437,300505,川金诺,1,2023-04-11,2023-04-12
9438,300559,佳发教育,1,2023-04-11,2023-04-12
9439,300835,龙磁科技,1,2023-04-11,2023-04-12
9440,301222,浙江恒威,1,2023-04-11,2023-04-12
9441,605178,时空科技,1,2023-04-11,2023-04-12
9442,688489,三未信安,1,2023-04-11,2023-04-12
9443,002238,天威视讯,1,2023-04-10,2023-04-12
9444,301127,天源环保,1,2023-04-07,2023-04-12
9445,601618,中国中冶,1,2023-03-30,2023-04-12
9446,605338,巴比食品,92,2023-04-07,2023-04-11
9447,688366,昊海生科,66,2023-01-05,2023-04-11
9448,603579,荣泰健康,65,2023-04-07,2023-04-11
9449,002624,完美世界,60,2023-04-07,2023-04-11
9450,002539,云图控股,56,2023-04-07,2023-04-11
9451,002920,德赛西威,36,2023-04-10,2023-04-11
9452,000617,中油资本,16,2023-04-06,2023-04-11
9453,603215,比依股份,15,2023-03-02,2023-04-11
9454,003021,兆威机电,14,2023-04-07,2023-04-11
9455,002467,二六三,10,2023-04-10,2023-04-11
9456,002063,远光软件,10,2023-04-07,2023-04-11
9457,000999,华润三九,10,2023-04-03,2023-04-11
9458,002518,科士达,8,2023-04-11,2023-04-11
9459,000050,深天马A,7,2023-03-30,2023-04-11
9460,000060,中金岭南,6,2023-04-10,2023-04-11
9461,300223,北京君正,5,2023-04-10,2023-04-11
9462,300870,欧陆通,4,2023-04-07,2023-04-11
9463,002940,昂利康,4,2023-04-06,2023-04-11
9464,600970,中材国际,4,2023-04-03,2023-04-11
9465,002463,沪电股份,3,2023-04-10,2023-04-11
9466,300389,艾比森,3,2023-04-10,2023-04-11
9467,000537,广宇发展,2,2023-04-10,2023-04-11
9468,000617,中油资本,2,2023-04-07,2023-04-11
9469,000050,深天马A,2,2023-03-28,2023-04-11
9470,000655,金岭矿业,1,2023-04-11,2023-04-11
9471,001270,铖昌科技,1,2023-04-11,2023-04-11
9472,002107,沃华医药,1,2023-04-11,2023-04-11
9473,002479,富春环保,1,2023-04-11,2023-04-11
9474,002519,银河电子,1,2023-04-11,2023-04-11
9475,002735,王子新材,1,2023-04-11,2023-04-11
9476,002838,道恩股份,1,2023-04-11,2023-04-11
9477,003036,泰坦股份,1,2023-04-11,2023-04-11
9478,003040,楚天龙,1,2023-04-11,2023-04-11
9479,300047,天源迪科,1,2023-04-11,2023-04-11
9480,300435,中泰股份,1,2023-04-11,2023-04-11
9481,300480,光力科技,1,2023-04-11,2023-04-11
9482,300548,博创科技,1,2023-04-11,2023-04-11
9483,300711,广哈通信,1,2023-04-11,2023-04-11
9484,300876,蒙泰高新,1,2023-04-11,2023-04-11
9485,301280,珠城科技,1,2023-04-11,2023-04-11
9486,600171,上海贝岭,1,2023-04-11,2023-04-11
9487,600621,华鑫股份,1,2023-04-11,2023-04-11
9488,000488,晨鸣纸业,1,2023-04-10,2023-04-11
9489,002033,丽江股份,1,2023-04-10,2023-04-11
9490,002136,安纳达,1,2023-04-10,2023-04-11
9491,002155,湖南黄金,1,2023-04-10,2023-04-11
9492,002367,康力电梯,1,2023-04-10,2023-04-11
9493,002460,赣锋锂业,1,2023-04-10,2023-04-11
9494,300218,安利股份,1,2023-04-10,2023-04-11
9495,300233,金城医药,1,2023-04-10,2023-04-11
9496,300314,戴维医疗,1,2023-04-10,2023-04-11
9497,300466,赛摩智能,1,2023-04-10,2023-04-11
9498,300697,电工合金,1,2023-04-10,2023-04-11
9499,300957,贝泰妮,1,2023-04-10,2023-04-11
9500,605060,联德股份,1,2023-04-10,2023-04-11
9501,000932,华菱钢铁,1,2023-04-07,2023-04-11
9502,000999,华润三九,1,2023-04-07,2023-04-11
9503,002152,广电运通,1,2023-04-07,2023-04-11
9504,002279,久其软件,1,2023-04-07,2023-04-11
9505,002484,江海股份,1,2023-04-07,2023-04-11
9506,301175,中科环保,1,2023-04-07,2023-04-11
9507,430139,华岭股份,1,2023-04-07,2023-04-11
9508,000932,华菱钢铁,1,2023-04-06,2023-04-11
9509,605399,晨光新材,1,2023-03-01,2023-04-11
9510,688082,盛美上海,183,2023-03-01,2023-04-10
9511,600900,长江电力,166,2023-01-01,2023-04-10
9512,688056,莱伯泰科,142,2023-03-10,2023-04-10
9513,688056,莱伯泰科,67,2023-03-13,2023-04-10
9514,002056,横店东磁,65,2023-04-07,2023-04-10
9515,002368,太极股份,42,2023-04-07,2023-04-10
9516,603590,康辰药业,40,2023-02-01,2023-04-10
9517,688183,生益电子,38,2023-04-01,2023-04-10
9518,688389,普门科技,37,2023-03-07,2023-04-10
9519,836077,吉林碳谷,32,2023-04-07,2023-04-10
9520,301193,家联科技,29,2023-04-07,2023-04-10
9521,600477,杭萧钢构,24,2023-04-04,2023-04-10
9522,688182,灿勤科技,24,2023-03-01,2023-04-10
9523,688056,莱伯泰科,23,2023-03-09,2023-04-10
9524,600528,中铁工业,21,2023-03-29,2023-04-10
9525,000063,中兴通讯,20,2023-04-06,2023-04-10
9526,688162,巨一科技,20,2023-03-02,2023-04-10
9527,002299,圣农发展,19,2023-04-07,2023-04-10
9528,688056,莱伯泰科,16,2023-03-02,2023-04-10
9529,002401,中远海科,14,2023-04-04,2023-04-10
9530,605089,味知香,13,2023-03-01,2023-04-10
9531,688382,益方生物,12,2023-03-22,2023-04-10
9532,688311,盟升电子,12,2023-03-01,2023-04-10
9533,688158,优刻得,9,2023-04-06,2023-04-10
9534,688151,华强科技,9,2023-03-01,2023-04-10
9535,300846,首都在线,8,2023-04-04,2023-04-10
9536,688056,莱伯泰科,8,2023-03-15,2023-04-10
9537,600211,西藏药业,8,2023-03-13,2023-04-10
9538,688711,宏微科技,8,2023-03-07,2023-04-10
9539,300540,蜀道装备,7,2023-04-07,2023-04-10
9540,839273,一致魔芋,7,2023-04-07,2023-04-10
9541,002320,海峡股份,6,2023-04-07,2023-04-10
9542,688056,莱伯泰科,6,2023-03-20,2023-04-10
9543,002401,中远海科,5,2023-03-31,2023-04-10
9544,603998,方盛制药,3,2023-04-04,2023-04-10
9545,688056,莱伯泰科,3,2023-03-14,2023-04-10
9546,001337,四川黄金,2,2023-04-07,2023-04-10
9547,000538,云南白药,2,2023-04-06,2023-04-10
9548,600584,长电科技,2,2023-04-06,2023-04-10
9549,688056,莱伯泰科,2,2023-03-16,2023-04-10
9550,688772,珠海冠宇,2,2023-03-15,2023-04-10
9551,688772,珠海冠宇,2,2023-03-01,2023-04-10
9552,000514,渝开发,1,2023-04-10,2023-04-10
9553,000629,钒钛股份,1,2023-04-10,2023-04-10
9554,002402,和而泰,1,2023-04-10,2023-04-10
9555,002483,润邦股份,1,2023-04-10,2023-04-10
9556,002662,京威股份,1,2023-04-10,2023-04-10
9557,002876,三利谱,1,2023-04-10,2023-04-10
9558,002911,佛燃能源,1,2023-04-10,2023-04-10
9559,002918,蒙娜丽莎,1,2023-04-10,2023-04-10
9560,002922,伊戈尔,1,2023-04-10,2023-04-10
9561,002983,芯瑞达,1,2023-04-10,2023-04-10
9562,300059,东方财富,1,2023-04-10,2023-04-10
9563,300908,仲景食品,1,2023-04-10,2023-04-10
9564,301003,江苏博云,1,2023-04-10,2023-04-10
9565,301086,鸿富瀚,1,2023-04-10,2023-04-10
9566,301133,金钟股份,1,2023-04-10,2023-04-10
9567,301282,金禄电子,1,2023-04-10,2023-04-10
9568,600785,新华百货,1,2023-04-10,2023-04-10
9569,603258,电魂网络,1,2023-04-10,2023-04-10
9570,688336,三生国健,1,2023-04-10,2023-04-10
9571,000927,中国铁物,1,2023-04-07,2023-04-10
9572,002049,紫光国微,1,2023-04-07,2023-04-10
9573,002188,中天服务,1,2023-04-07,2023-04-10
9574,002243,力合科创,1,2023-04-07,2023-04-10
9575,002541,鸿路钢构,1,2023-04-07,2023-04-10
9576,002561,徐家汇,1,2023-04-07,2023-04-10
9577,002641,公元股份,1,2023-04-07,2023-04-10
9578,300138,晨光生物,1,2023-04-07,2023-04-10
9579,300194,福安药业,1,2023-04-07,2023-04-10
9580,300317,珈伟新能,1,2023-04-07,2023-04-10
9581,300883,龙利得,1,2023-04-07,2023-04-10
9582,603758,秦安股份,1,2023-04-07,2023-04-10
9583,830879,基康仪器,1,2023-04-07,2023-04-10
9584,835892,中科美菱,1,2023-04-07,2023-04-10
9585,838971,天马新材,1,2023-04-07,2023-04-10
9586,000776,广发证券,1,2023-04-06,2023-04-10
9587,001872,招商港口,1,2023-04-06,2023-04-10
9588,002352,顺丰控股,1,2023-04-06,2023-04-10
9589,002907,华森制药,1,2023-04-06,2023-04-10
9590,003038,鑫铂股份,1,2023-04-06,2023-04-10
9591,002299,圣农发展,1,2023-04-04,2023-04-10
9592,688772,珠海冠宇,1,2023-03-24,2023-04-10
9593,688056,莱伯泰科,1,2023-03-07,2023-04-10
9594,688056,莱伯泰科,1,2023-03-03,2023-04-10
9595,000988,华工科技,105,2023-04-07,2023-04-09
9596,300748,金力永磁,1,2023-04-07,2023-04-09
9597,000636,风华高科,63,2023-04-06,2023-04-08
9598,002641,公元股份,27,2023-04-06,2023-04-08
9599,002968,新大正,21,2023-04-06,2023-04-08
9600,002983,芯瑞达,11,2023-04-07,2023-04-08
9601,002402,和而泰,6,2023-04-06,2023-04-08
9602,300456,赛微电子,1,2023-04-07,2023-04-08
9603,300828,锐新科技,1,2023-04-07,2023-04-08
9604,301317,鑫磊股份,1,2023-04-06,2023-04-08
9605,688008,澜起科技,115,2023-03-01,2023-04-07
9606,688222,成都先导,84,2023-03-08,2023-04-07
9607,688222,成都先导,76,2023-03-22,2023-04-07
9608,003029,吉大正元,51,2023-04-04,2023-04-07
9609,688216,气派科技,49,2023-03-13,2023-04-07
9610,600956,新天绿能,44,2023-03-24,2023-04-07
9611,600207,安彩高科,39,2023-04-03,2023-04-07
9612,002672,东江环保,33,2023-04-04,2023-04-07
9613,002507,涪陵榨菜,32,2023-04-04,2023-04-07
9614,688393,安必平,30,2023-03-01,2023-04-07
9615,000034,神州数码,27,2023-04-03,2023-04-07
9616,002945,华林证券,23,2023-04-04,2023-04-07
9617,688139,海尔生物,21,2023-04-03,2023-04-07
9618,002488,金固股份,19,2023-04-06,2023-04-07
9619,688273,麦澜德,19,2023-03-01,2023-04-07
9620,688379,华光新材,19,2023-03-01,2023-04-07
9621,688403,汇成股份,17,2023-03-01,2023-04-07
9622,000898,鞍钢股份,16,2023-04-03,2023-04-07
9623,002152,广电运通,15,2023-04-04,2023-04-07
9624,600185,格力地产,14,2023-04-06,2023-04-07
9625,688222,成都先导,11,2023-03-07,2023-04-07
9626,300268,*ST佳沃,6,2023-04-07,2023-04-07
9627,301153,中科江南,6,2023-04-06,2023-04-07
9628,002202,金风科技,6,2023-04-03,2023-04-07
9629,688165,埃夫特,6,2023-03-17,2023-04-07
9630,688165,埃夫特,6,2023-03-16,2023-04-07
9631,688501,青达环保,6,2023-03-10,2023-04-07
9632,688165,埃夫特,6,2023-03-08,2023-04-07
9633,688501,青达环保,5,2023-03-07,2023-04-07
9634,605388,均瑶健康,5,2023-03-01,2023-04-07
9635,601963,重庆银行,4,2023-04-07,2023-04-07
9636,600138,中青旅,4,2023-04-03,2023-04-07
9637,688222,成都先导,4,2023-03-02,2023-04-07
9638,688165,埃夫特,4,2023-03-01,2023-04-07
9639,601598,中国外运,4,2023-01-01,2023-04-07
9640,300087,荃银高科,3,2023-04-06,2023-04-07
9641,688501,青达环保,3,2023-03-29,2023-04-07
9642,688501,青达环保,3,2023-03-27,2023-04-07
9643,688501,青达环保,3,2023-03-22,2023-04-07
9644,688501,青达环保,3,2023-03-20,2023-04-07
9645,688776,国光电气,3,2023-03-08,2023-04-07
9646,688501,青达环保,3,2023-03-06,2023-04-07
9647,000537,广宇发展,2,2023-04-06,2023-04-07
9648,002254,泰和新材,2,2023-04-04,2023-04-07
9649,688501,青达环保,2,2023-03-14,2023-04-07
9650,688776,国光电气,2,2023-03-10,2023-04-07
9651,688222,成都先导,2,2023-03-03,2023-04-07
9652,000663,永安林业,1,2023-04-07,2023-04-07
9653,000859,国风新材,1,2023-04-07,2023-04-07
9654,000905,厦门港务,1,2023-04-07,2023-04-07
9655,000919,金陵药业,1,2023-04-07,2023-04-07
9656,001206,依依股份,1,2023-04-07,2023-04-07
