,date,unit,accu,change_rate,accu_qfq
0,2023-04-26,0.4546,1.8184,0.2,0.4546
1,2023-04-25,0.4537,1.8148,-1.75,0.4537
2,2023-04-24,0.4618,1.8472,-0.5,0.4618
3,2023-04-21,0.4641,1.8564,-1.42,0.4641
4,2023-04-20,0.4708,1.8832,-1.83,0.4708
5,2023-04-19,0.4796,1.9184,-1.05,0.4796
6,2023-04-18,0.4847,1.9388,-1.06,0.4847
7,2023-04-17,0.4899,1.9596,0.35,0.4899
8,2023-04-14,0.4882,1.9528,-0.12,0.4882
9,2023-04-13,0.4888,1.9552,1.83,0.4888
10,2023-04-12,0.48,1.92,-0.95,0.48
11,2023-04-11,0.4846,1.9384,-0.33,0.4846
12,2023-04-10,0.4862,1.9448,0.66,0.4862
13,2023-04-07,0.483,1.932,2.81,0.483
14,2023-04-06,0.4698,1.8792,0.32,0.4698
15,2023-04-04,0.4683,1.8732,0.84,0.4683
16,2023-04-03,0.4644,1.8576,-1.17,0.4644
17,2023-03-31,0.4699,1.8796,-0.76,0.4699
18,2023-03-30,0.4735,1.894,0.57,0.4735
19,2023-03-29,0.4708,1.8832,-0.7,0.4708
20,2023-03-28,0.4741,1.8964,0.08,0.4741
21,2023-03-27,0.4737,1.8948,1.15,0.4737
22,2023-03-24,0.4683,1.8732,-0.85,0.4683
23,2023-03-23,0.4723,1.8892,-0.23,0.4723
24,2023-03-22,0.4734,1.8936,0.49,0.4734
25,2023-03-21,0.4711,1.8844,3.33,0.4711
26,2023-03-20,0.4559,1.8236,-1.3,0.4559
27,2023-03-17,0.4619,1.8476,-2.02,0.4619
28,2023-03-16,0.4714,1.8856,-0.51,0.4714
29,2023-03-15,0.4738,1.8952,-0.82,0.4738
30,2023-03-14,0.4777,1.9108,-0.02,0.4777
31,2023-03-13,0.4778,1.9112,-0.48,0.4778
32,2023-03-10,0.4801,1.9204,0.25,0.4801
33,2023-03-09,0.4789,1.9156,-0.1,0.4789
34,2023-03-08,0.4794,1.9176,-0.39,0.4794
35,2023-03-07,0.4813,1.9252,-1.9,0.4813
36,2023-03-06,0.4906,1.9624,-0.06,0.4906
37,2023-03-03,0.4909,1.9636,0.1,0.4909
38,2023-03-02,0.4904,1.9616,-0.93,0.4904
39,2023-03-01,0.495,1.98,0.28,0.495
40,2023-02-28,0.4936,1.9744,0.92,0.4936
41,2023-02-27,0.4891,1.9564,-0.81,0.4891
42,2023-02-24,0.4931,1.9724,-1.04,0.4931
43,2023-02-23,0.4983,1.9932,-0.54,0.4983
44,2023-02-22,0.501,2.004,-0.87,0.501
45,2023-02-21,0.5054,2.0216,-0.77,0.5054
46,2023-02-20,0.5093,2.0372,1.72,0.5093
47,2023-02-17,0.5007,2.0028,-0.32,0.5007
48,2023-02-16,0.5023,2.0092,-1.08,0.5023
49,2023-02-15,0.5078,2.0312,-1.46,0.5078
50,2023-02-14,0.5153,2.0612,0.19,0.5153
51,2023-02-13,0.5143,2.0572,0.88,0.5143
52,2023-02-10,0.5098,2.0392,-0.12,0.5098
53,2023-02-09,0.5104,2.0416,1.21,0.5104
54,2023-02-08,0.5043,2.0172,0.18,0.5043
55,2023-02-07,0.5034,2.0136,-0.36,0.5034
56,2023-02-06,0.5052,2.0208,-1.88,0.5052
57,2023-02-03,0.5149,2.0596,-0.9,0.5149
58,2023-02-02,0.5196,2.0784,0.35,0.5196
59,2023-02-01,0.5178,2.0712,0.82,0.5178
60,2023-01-31,0.5136,2.0544,-2.58,0.5136
61,2023-01-30,0.5272,2.1088,-0.85,0.5272
62,2023-01-20,0.5317,2.1268,-0.45,0.5317
63,2023-01-19,0.5341,2.1364,2.18,0.5341
64,2023-01-18,0.5227,2.0908,-0.87,0.5227
65,2023-01-17,0.5273,2.1092,-0.85,0.5273
66,2023-01-16,0.5318,2.1272,4.05,0.5318
67,2023-01-13,0.5111,2.0444,2.8,0.5111
68,2023-01-12,0.4972,1.9888,-0.34,0.4972
69,2023-01-11,0.4989,1.9956,-0.56,0.4989
70,2023-01-10,0.5017,2.0068,1.35,0.5017
71,2023-01-09,0.495,1.98,0.81,0.495
72,2023-01-06,0.491,1.964,-0.87,0.491
73,2023-01-05,0.4953,1.9812,3.08,0.4953
74,2023-01-04,0.4805,1.922,0.73,0.4805
75,2023-01-03,0.477,1.908,-0.17,0.477
76,2022-12-31,0.4778,1.9112,,0.4778
77,2022-12-30,0.4778,1.9112,0.27,0.4778
78,2022-12-29,0.4765,1.906,1.38,0.4765
79,2022-12-28,0.47,1.88,0.17,0.47
80,2022-12-27,0.4692,1.8768,1.3,0.4692
81,2022-12-26,0.4632,1.8528,-0.17,0.4632
82,2022-12-23,0.464,1.856,1.02,0.464
83,2022-12-22,0.4593,1.8372,1.32,0.4593
84,2022-12-21,0.4533,1.8132,0.31,0.4533
85,2022-12-20,0.4519,1.8076,-1.55,0.4519
86,2022-12-19,0.459,1.836,-2.59,0.459
87,2022-12-16,0.4712,1.8848,0.51,0.4712
88,2022-12-15,0.4688,1.8752,-0.61,0.4688
89,2022-12-14,0.4717,1.8868,0.0,0.4717
90,2022-12-13,0.4717,1.8868,-0.32,0.4717
91,2022-12-12,0.4732,1.8928,0.49,0.4732
92,2022-12-09,0.4709,1.8836,0.15,0.4709
93,2022-12-08,0.4702,1.8808,-0.19,0.4702
94,2022-12-07,0.4711,1.8844,0.13,0.4711
95,2022-12-06,0.4705,1.882,0.09,0.4705
96,2022-12-05,0.4701,1.8804,0.36,0.4701
97,2022-12-02,0.4684,1.8736,-0.93,0.4684
98,2022-12-01,0.4728,1.8912,1.72,0.4728
99,2022-11-30,0.4648,1.8592,-0.68,0.4648
100,2022-11-29,0.468,1.872,2.45,0.468
101,2022-11-28,0.4568,1.8272,-1.66,0.4568
102,2022-11-25,0.4645,1.858,-0.19,0.4645
103,2022-11-24,0.4654,1.8616,0.54,0.4654
104,2022-11-23,0.4629,1.8516,-1.72,0.4629
105,2022-11-22,0.471,1.884,-2.34,0.471
106,2022-11-21,0.4823,1.9292,-1.03,0.4823
107,2022-11-18,0.4873,1.9492,1.54,0.4873
108,2022-11-17,0.4799,1.9196,-0.54,0.4799
109,2022-11-16,0.4825,1.93,0.4,0.4825
110,2022-11-15,0.4806,1.9224,0.54,0.4806
111,2022-11-14,0.478,1.912,2.33,0.478
112,2022-11-11,0.4671,1.8684,0.91,0.4671
113,2022-11-10,0.4629,1.8516,-0.98,0.4629
114,2022-11-09,0.4675,1.87,-0.49,0.4675
115,2022-11-08,0.4698,1.8792,-1.78,0.4698
116,2022-11-07,0.4783,1.9132,0.1,0.4783
117,2022-11-04,0.4778,1.9112,2.12,0.4778
118,2022-11-03,0.4679,1.8716,-0.68,0.4679
119,2022-11-02,0.4711,1.8844,1.64,0.4711
120,2022-11-01,0.4635,1.854,4.25,0.4635
121,2022-10-31,0.4446,1.7784,-1.2,0.4446
122,2022-10-28,0.45,1.8,-1.96,0.45
123,2022-10-27,0.459,1.836,-1.9,0.459
124,2022-10-26,0.4679,1.8716,5.36,0.4679
125,2022-10-25,0.4441,1.7764,-2.07,0.4441
126,2022-10-24,0.4535,1.814,-3.96,0.4535
127,2022-10-21,0.4722,1.8888,-0.44,0.4722
128,2022-10-20,0.4743,1.8972,0.15,0.4743
129,2022-10-19,0.4736,1.8944,-2.11,0.4736
130,2022-10-18,0.4838,1.9352,1.02,0.4838
131,2022-10-17,0.4789,1.9156,0.78,0.4789
132,2022-10-14,0.4752,1.9008,8.42,0.4752
133,2022-10-13,0.4383,1.7532,2.67,0.4383
134,2022-10-12,0.4269,1.7076,0.47,0.4269
135,2022-10-11,0.4249,1.6996,-1.05,0.4249
136,2022-10-10,0.4294,1.7176,-3.0,0.4294
137,2022-09-30,0.4427,1.7708,-0.09,0.4427
138,2022-09-29,0.4431,1.7724,2.0,0.4431
139,2022-09-28,0.4344,1.7376,-0.89,0.4344
140,2022-09-27,0.4383,1.7532,5.23,0.4383
141,2022-09-26,0.4165,1.666,-0.48,0.4165
142,2022-09-23,0.4185,1.674,-0.38,0.4185
143,2022-09-22,0.4201,1.6804,-1.96,0.4201
144,2022-09-21,0.4285,1.714,-2.75,0.4285
145,2022-09-20,0.4406,1.7624,-0.18,0.4406
146,2022-09-19,0.4414,1.7656,-1.3,0.4414
147,2022-09-16,0.4472,1.7888,-3.1,0.4472
148,2022-09-15,0.4615,1.846,-0.5,0.4615
149,2022-09-14,0.4638,1.8552,-0.64,0.4638
150,2022-09-13,0.4668,1.8672,-1.44,0.4668
151,2022-09-09,0.4736,1.8944,2.84,0.4736
152,2022-09-08,0.4605,1.842,-0.56,0.4605
153,2022-09-07,0.4631,1.8524,-0.24,0.4631
154,2022-09-06,0.4642,1.8568,-0.13,0.4642
155,2022-09-05,0.4648,1.8592,-1.8,0.4648
156,2022-09-02,0.4733,1.8932,-0.88,0.4733
157,2022-09-01,0.4775,1.91,-0.69,0.4775
158,2022-08-31,0.4808,1.9232,2.04,0.4808
159,2022-08-30,0.4712,1.8848,-0.38,0.4712
160,2022-08-29,0.473,1.892,-1.05,0.473
161,2022-08-26,0.478,1.912,0.04,0.478
162,2022-08-25,0.4778,1.9112,1.21,0.4778
163,2022-08-24,0.4721,1.8884,-0.94,0.4721
164,2022-08-23,0.4766,1.9064,-1.35,0.4766
165,2022-08-22,0.4831,1.9324,0.33,0.4831
166,2022-08-19,0.4815,1.926,-0.66,0.4815
167,2022-08-18,0.4847,1.9388,-2.16,0.4847
168,2022-08-17,0.4954,1.9816,1.02,0.4954
169,2022-08-16,0.4904,1.9616,-1.39,0.4904
170,2022-08-15,0.4973,1.9892,-1.66,0.4973
171,2022-08-12,0.5057,2.0228,0.4,0.5057
172,2022-08-11,0.5037,2.0148,2.77,0.5037
173,2022-08-10,0.4901,1.9604,-1.76,0.4901
174,2022-08-09,0.4989,1.9956,-0.7,0.4989
175,2022-08-08,0.5024,2.0096,-0.91,0.5024
176,2022-08-05,0.507,2.028,2.09,0.507
177,2022-08-04,0.4966,1.9864,2.39,0.4966
178,2022-08-03,0.485,1.94,0.48,0.485
179,2022-08-02,0.4827,1.9308,-2.19,0.4827
180,2022-08-01,0.4935,1.974,0.35,0.4935
181,2022-07-29,0.4918,1.9672,-2.54,0.4918
182,2022-07-28,0.5046,2.0184,-1.16,0.5046
183,2022-07-27,0.5105,2.042,-1.6,0.5105
184,2022-07-26,0.5188,2.0752,-0.57,0.5188
185,2022-07-25,0.5218,2.0872,-0.31,0.5218
186,2022-07-22,0.5234,2.0936,-0.85,0.5234
187,2022-07-21,0.5279,2.1116,-0.02,0.5279
188,2022-07-20,0.528,2.112,0.94,0.528
189,2022-07-19,0.5231,2.0924,-1.34,0.5231
190,2022-07-18,0.5302,2.1208,-0.02,0.5302
191,2022-07-15,0.5303,2.1212,-2.25,0.5303
192,2022-07-14,0.5425,2.17,2.17,0.5425
193,2022-07-13,0.531,2.124,0.28,0.531
194,2022-07-12,0.5295,2.118,-3.15,0.5295
195,2022-07-11,0.5467,2.1868,-1.09,0.5467
196,2022-07-08,0.5527,2.2108,0.38,0.5527
197,2022-07-07,0.5506,2.2024,-1.8,0.5506
198,2022-07-06,0.5607,2.2428,-2.28,0.5607
199,2022-07-05,0.5738,2.2952,0.38,0.5738
200,2022-07-04,0.5716,2.2864,4.48,0.5716
201,2022-07-01,0.5471,2.1884,-0.16,0.5471
202,2022-06-30,0.548,2.192,2.78,0.548
203,2022-06-29,0.5332,2.1328,-0.24,0.5332
204,2022-06-28,0.5345,2.138,-0.3,0.5345
205,2022-06-27,0.5361,2.1444,2.13,0.5361
206,2022-06-24,0.5249,2.0996,2.62,0.5249
207,2022-06-23,0.5115,2.046,0.31,0.5115
208,2022-06-22,0.5099,2.0396,-1.43,0.5099
209,2022-06-21,0.5173,2.0692,-0.84,0.5173
210,2022-06-20,0.5217,2.0868,1.81,0.5217
211,2022-06-17,0.5124,2.0496,2.97,0.5124
212,2022-06-16,0.4976,1.9904,1.18,0.4976
213,2022-06-15,0.4918,1.9672,1.55,0.4918
214,2022-06-14,0.4843,1.9372,0.48,0.4843
215,2022-06-13,0.482,1.928,-2.09,0.482
216,2022-06-10,0.4923,1.9692,0.94,0.4923
217,2022-06-09,0.4877,1.9508,-2.3,0.4877
218,2022-06-08,0.4992,1.9968,1.9,0.4992
219,2022-06-07,0.4899,1.9596,1.72,0.4899
220,2022-06-06,0.4816,1.9264,2.73,0.4816
221,2022-06-02,0.4688,1.8752,-1.43,0.4688
222,2022-06-01,0.4756,1.9024,-0.69,0.4756
223,2022-05-31,0.4789,1.9156,2.39,0.4789
224,2022-05-30,0.4677,1.8708,1.06,0.4677
225,2022-05-27,0.4628,1.8512,1.05,0.4628
226,2022-05-26,0.458,1.832,-1.04,0.458
227,2022-05-25,0.4628,1.8512,0.37,0.4628
228,2022-05-24,0.4611,1.8444,-3.68,0.4611
229,2022-05-23,0.4787,1.9148,-0.06,0.4787
230,2022-05-20,0.479,1.916,2.92,0.479
231,2022-05-19,0.4654,1.8616,-0.43,0.4654
232,2022-05-18,0.4674,1.8696,-0.89,0.4674
233,2022-05-17,0.4716,1.8864,-0.72,0.4716
234,2022-05-16,0.475,1.9,-1.9,0.475
235,2022-05-13,0.4842,1.9368,0.06,0.4842
236,2022-05-12,0.4839,1.9356,0.79,0.4839
237,2022-05-11,0.4801,1.9204,2.39,0.4801
238,2022-05-10,0.4689,1.8756,0.82,0.4689
239,2022-05-09,0.4651,1.8604,-0.87,0.4651
240,2022-05-06,0.4692,1.8768,-2.15,0.4692
241,2022-05-05,0.4795,1.918,0.17,0.4795
242,2022-04-29,0.4787,1.9148,2.09,0.4787
243,2022-04-28,0.4689,1.8756,-0.4,0.4689
244,2022-04-27,0.4708,1.8832,1.6,0.4708
245,2022-04-26,0.4634,1.8536,1.65,0.4634
246,2022-04-25,0.4559,1.8236,-5.28,0.4559
247,2022-04-22,0.4813,1.9252,0.17,0.4813
248,2022-04-21,0.4805,1.922,-2.81,0.4805
249,2022-04-20,0.4944,1.9776,-1.42,0.4944
250,2022-04-19,0.5015,2.006,-2.45,0.5015
251,2022-04-18,0.5141,2.0564,-0.43,0.5141
252,2022-04-15,0.5163,2.0652,1.51,0.5163
253,2022-04-14,0.5086,2.0344,0.41,0.5086
254,2022-04-13,0.5065,2.026,-2.6,0.5065
255,2022-04-12,0.52,2.08,2.83,0.52
256,2022-04-11,0.5057,2.0228,-1.94,0.5057
257,2022-04-08,0.5157,2.0628,-1.04,0.5157
258,2022-04-07,0.5211,2.0844,-1.72,0.5211
259,2022-04-06,0.5302,2.1208,-0.19,0.5302
260,2022-04-01,0.5312,2.1248,-0.8,0.5312
261,2022-03-31,0.5355,2.142,-0.37,0.5355
262,2022-03-30,0.5375,2.15,2.54,0.5375
263,2022-03-29,0.5242,2.0968,0.87,0.5242
264,2022-03-28,0.5197,2.0788,-1.08,0.5197
265,2022-03-25,0.5254,2.1016,-3.49,0.5254
266,2022-03-24,0.5444,2.1776,2.37,0.5444
267,2022-03-23,0.5318,2.1272,2.45,0.5318
268,2022-03-22,0.5191,2.0764,-2.24,0.5191
269,2022-03-21,0.531,2.124,1.1,0.531
270,2022-03-18,0.5252,2.1008,0.44,0.5252
271,2022-03-17,0.5229,2.0916,3.81,0.5229
272,2022-03-16,0.5037,2.0148,3.39,0.5037
273,2022-03-15,0.4872,1.9488,-4.25,0.4872
274,2022-03-14,0.5088,2.0352,-1.38,0.5088
275,2022-03-11,0.5159,2.0636,2.42,0.5159
276,2022-03-10,0.5037,2.0148,3.39,0.5037
277,2022-03-09,0.4872,1.9488,-2.31,0.4872
278,2022-03-08,0.4987,1.9948,-2.86,0.4987
279,2022-03-07,0.5134,2.0536,-3.79,0.5134
280,2022-03-04,0.5336,2.1344,-0.54,0.5336
281,2022-03-03,0.5365,2.146,-1.01,0.5365
282,2022-03-02,0.542,2.168,-1.11,0.542
283,2022-03-01,0.5481,2.1924,0.46,0.5481
284,2022-02-28,0.5456,2.1824,0.2,0.5456
285,2022-02-25,0.5445,2.178,3.46,0.5445
286,2022-02-24,0.5263,2.1052,-2.28,0.5263
287,2022-02-23,0.5386,2.1544,1.7,0.5386
288,2022-02-22,0.5296,2.1184,-1.51,0.5296
289,2022-02-21,0.5377,2.1508,0.07,0.5377
290,2022-02-18,0.5373,2.1492,0.6,0.5373
291,2022-02-17,0.5341,2.1364,-0.07,0.5341
292,2022-02-16,0.5345,2.138,0.26,0.5345
293,2022-02-15,0.5331,2.1324,4.26,0.5331
294,2022-02-14,0.5113,2.0452,0.27,0.5113
295,2022-02-11,0.5099,2.0396,-3.06,0.5099
296,2022-02-10,0.526,2.104,-1.35,0.526
297,2022-02-09,0.5332,2.1328,0.91,0.5332
298,2022-02-08,0.5284,2.1136,-1.33,0.5284
299,2022-02-07,0.5355,2.142,1.02,0.5355
300,2022-01-28,0.5301,2.1204,-0.67,0.5301
301,2022-01-27,0.5337,2.1348,-1.68,0.5337
302,2022-01-26,0.5428,2.1712,-1.7,0.5428
303,2022-01-25,0.5522,2.2088,-2.07,0.5522
304,2022-01-24,0.5639,2.2556,-0.49,0.5639
305,2022-01-21,0.5667,2.2668,-2.43,0.5667
306,2022-01-20,0.5808,2.3232,-0.29,0.5808
307,2022-01-19,0.5825,2.33,-2.75,0.5825
308,2022-01-18,0.599,2.396,-0.05,0.599
309,2022-01-17,0.5993,2.3972,0.39,0.5993
310,2022-01-14,0.597,2.388,0.1,0.597
311,2022-01-13,0.5964,2.3856,-2.07,0.5964
312,2022-01-12,0.609,2.436,0.84,0.609
313,2022-01-11,0.6039,2.4156,-0.12,0.6039
314,2022-01-10,0.6046,2.4184,1.07,0.6046
315,2022-01-07,0.5982,2.3928,-0.37,0.5982
316,2022-01-06,0.6004,2.4016,-1.36,0.6004
317,2022-01-05,0.6087,2.4348,-1.25,0.6087
318,2022-01-04,0.6164,2.4656,-2.62,0.6164
319,2021-12-31,0.633,2.532,0.16,0.633
320,2021-12-30,0.632,2.528,0.4,0.632
321,2021-12-29,0.6295,2.518,-1.41,0.6295
322,2021-12-28,0.6385,2.554,0.84,0.6385
323,2021-12-27,0.6332,2.5328,0.67,0.6332
324,2021-12-24,0.629,2.516,0.35,0.629
325,2021-12-23,0.6268,2.5072,-0.78,0.6268
326,2021-12-22,0.6317,2.5268,-0.06,0.6317
327,2021-12-21,0.6321,2.5284,1.28,0.6321
328,2021-12-20,0.6241,2.4964,-1.65,0.6241
329,2021-12-17,0.6346,2.5384,-1.12,0.6346
330,2021-12-16,0.6418,2.5672,0.63,0.6418
331,2021-12-15,0.6378,2.5512,-3.23,0.6378
332,2021-12-14,0.6591,2.6364,0.58,0.6591
333,2021-12-13,0.6553,2.6212,-0.59,0.6553
334,2021-12-10,0.6592,2.6368,-1.33,0.6592
335,2021-12-09,0.6681,2.6724,2.56,0.6681
336,2021-12-08,0.6514,2.6056,1.26,0.6514
337,2021-12-07,0.6433,2.5732,0.69,0.6433
338,2021-12-06,0.6389,2.5556,-1.74,0.6389
339,2021-12-03,0.6502,2.6008,0.7,0.6502
340,2021-12-02,0.6457,2.5828,-1.31,0.6457
341,2021-12-01,0.6543,2.6172,-1.15,0.6543
342,2021-11-30,0.6619,2.6476,-0.44,0.6619
343,2021-11-29,0.6648,2.6592,0.05,0.6648
344,2021-11-26,0.6645,2.658,-0.2,0.6645
345,2021-11-25,0.6658,2.6632,1.06,0.6658
346,2021-11-24,0.6588,2.6352,0.8,0.6588
347,2021-11-23,0.6536,2.6144,0.28,0.6536
348,2021-11-22,0.6518,2.6072,-0.87,0.6518
349,2021-11-19,0.6575,2.63,-0.32,0.6575
350,2021-11-18,0.6596,2.6384,-2.27,0.6596
351,2021-11-17,0.6749,2.6996,-0.03,0.6749
352,2021-11-16,0.6751,2.7004,3.05,0.6751
353,2021-11-15,0.6551,2.6204,2.1,0.6551
354,2021-11-12,0.6416,2.5664,-0.23,0.6416
355,2021-11-11,0.6431,2.5724,-0.42,0.6431
356,2021-11-10,0.6458,2.5832,2.3,0.6458
357,2021-11-09,0.6313,2.5252,0.94,0.6313
358,2021-11-08,0.6254,2.5016,-2.42,0.6254
359,2021-11-05,0.6409,2.5636,0.06,0.6409
360,2021-11-04,0.6405,2.562,0.22,0.6405
361,2021-11-03,0.6391,2.5564,0.96,0.6391
362,2021-11-02,0.633,2.532,-1.25,0.633
363,2021-11-01,0.641,2.564,-2.08,0.641
364,2021-10-29,0.6546,2.6184,1.35,0.6546
365,2021-10-28,0.6459,2.5836,-0.43,0.6459
366,2021-10-27,0.6487,2.5948,-1.96,0.6487
367,2021-10-26,0.6617,2.6468,-0.84,0.6617
368,2021-10-25,0.6673,2.6692,0.26,0.6673
369,2021-10-22,0.6656,2.6624,0.57,0.6656
370,2021-10-21,0.6618,2.6472,-0.39,0.6618
371,2021-10-20,0.6644,2.6576,-0.42,0.6644
372,2021-10-19,0.6672,2.6688,1.54,0.6672
373,2021-10-18,0.6571,2.6284,-1.65,0.6571
374,2021-10-15,0.6681,2.6724,-1.14,0.6681
375,2021-10-14,0.6758,2.7032,-2.26,0.6758
376,2021-10-13,0.6914,2.7656,1.77,0.6914
377,2021-10-12,0.6794,2.7176,-0.37,0.6794
378,2021-10-11,0.6819,2.7276,-1.59,0.6819
379,2021-10-08,0.6929,2.7716,0.51,0.6929
380,2021-09-30,0.6894,2.7576,1.62,0.6894
381,2021-09-29,0.6784,2.7136,-1.61,0.6784
382,2021-09-28,0.6895,2.758,-0.81,0.6895
383,2021-09-27,0.6951,2.7804,1.73,0.6951
384,2021-09-24,0.6833,2.7332,0.83,0.6833
385,2021-09-23,0.6777,2.7108,-0.28,0.6777
386,2021-09-22,0.6796,2.7184,-0.38,0.6796
387,2021-09-17,0.6822,2.7288,4.46,0.6822
388,2021-09-16,0.6531,2.6124,0.37,0.6531
389,2021-09-15,0.6507,2.6028,-1.83,0.6507
