,date,unit,accu,change_rate,accu_qfq
0,2023-08-03,1.0523,1.0523,,1.0523
1,2023-08-02,1.0173,1.0173,,1.0173
2,2023-08-01,1.01,1.01,,1.01
3,2023-07-31,1.0152,1.0152,,1.0152
4,2023-07-28,1.0077,1.0077,,1.0077
5,2023-07-27,0.9358,0.9358,,0.9358
6,2023-07-26,0.9451,0.9451,,0.9451
7,2023-07-25,0.9451,0.9451,,0.9451
8,2023-07-24,0.8979,0.8979,,0.8979
9,2023-07-21,0.8997,0.8997,,0.8997
10,2023-07-20,0.8976,0.8976,,0.8976
11,2023-07-19,0.9048,0.9048,,0.9048
12,2023-07-18,0.8991,0.8991,,0.8991
13,2023-07-17,0.8971,0.8971,,0.8971
14,2023-07-14,0.9017,0.9017,,0.9017
15,2023-07-13,0.9046,0.9046,,0.9046
16,2023-07-12,0.8866,0.8866,,0.8866
17,2023-07-11,0.8959,0.8959,,0.8959
18,2023-07-10,0.8915,0.8915,,0.8915
19,2023-07-07,0.8898,0.8898,,0.8898
20,2023-07-06,0.8826,0.8826,,0.8826
21,2023-07-05,0.8858,0.8858,,0.8858
22,2023-07-04,0.8921,0.8921,,0.8921
23,2023-07-03,0.8929,0.8929,,0.8929
24,2023-06-30,0.8778,0.8778,,0.8778
25,2023-06-29,0.864,0.864,,0.864
26,2023-06-28,0.8662,0.8662,,0.8662
27,2023-06-27,0.8662,0.8662,,0.8662
28,2023-06-26,0.8583,0.8583,,0.8583
29,2023-06-21,0.8779,0.8779,,0.8779
30,2023-06-20,0.8945,0.8945,,0.8945
31,2023-06-19,0.8976,0.8976,,0.8976
32,2023-06-16,0.9056,0.9056,,0.9056
33,2023-06-15,0.9012,0.9012,,0.9012
34,2023-06-14,0.8874,0.8874,,0.8874
35,2023-06-13,0.8872,0.8872,,0.8872
36,2023-06-12,0.8817,0.8817,,0.8817
37,2023-06-09,0.8905,0.8905,,0.8905
38,2023-06-08,0.8943,0.8943,,0.8943
39,2023-06-07,0.8842,0.8842,,0.8842
40,2023-06-06,0.8814,0.8814,,0.8814
41,2023-06-05,0.8932,0.8932,,0.8932
42,2023-06-02,0.8986,0.8986,,0.8986
43,2023-06-01,0.8935,0.8935,,0.8935
44,2023-05-31,0.8919,0.8919,,0.8919
45,2023-05-30,0.8973,0.8973,,0.8973
46,2023-05-29,0.8956,0.8956,,0.8956
47,2023-05-26,0.9026,0.9026,,0.9026
48,2023-05-25,0.8987,0.8987,,0.8987
49,2023-05-24,0.8975,0.8975,,0.8975
50,2023-05-23,0.9109,0.9109,,0.9109
51,2023-05-22,0.9251,0.9251,,0.9251
52,2023-05-19,0.9275,0.9275,,0.9275
53,2023-05-18,0.9416,0.9416,,0.9416
54,2023-05-17,0.9443,0.9443,,0.9443
55,2023-05-16,0.9482,0.9482,,0.9482
56,2023-05-15,0.9558,0.9558,,0.9558
57,2023-05-12,0.9406,0.9406,,0.9406
58,2023-05-11,0.9545,0.9545,,0.9545
59,2023-05-10,0.9561,0.9561,,0.9561
60,2023-05-09,0.9843,0.9843,,0.9843
61,2023-05-08,0.973,0.973,,0.973
62,2023-05-05,0.9539,0.9539,,0.9539
63,2023-05-04,0.9389,0.9389,,0.9389
64,2023-04-28,0.9273,0.9273,,0.9273
65,2023-04-27,0.9079,0.9079,,0.9079
66,2023-04-26,0.9009,0.9009,,0.9009
67,2023-04-25,0.9037,0.9037,,0.9037
68,2023-04-24,0.8999,0.8999,,0.8999
69,2023-04-21,0.9151,0.9151,,0.9151
70,2023-04-20,0.9516,0.9516,,0.9516
71,2023-04-19,0.9481,0.9481,,0.9481
72,2023-04-18,0.9623,0.9623,,0.9623
73,2023-04-17,0.9671,0.9671,,0.9671
74,2023-04-14,0.9394,0.9394,,0.9394
75,2023-04-13,0.9387,0.9387,,0.9387
76,2023-04-12,0.9516,0.9516,,0.9516
77,2023-04-11,0.9494,0.9494,,0.9494
78,2023-04-10,0.9403,0.9403,,0.9403
79,2023-04-07,0.9486,0.9486,,0.9486
80,2023-04-06,0.9374,0.9374,,0.9374
81,2023-04-04,0.9472,0.9472,,0.9472
82,2023-04-03,0.9431,0.9431,,0.9431
83,2023-03-31,0.9044,0.9044,,0.9044
84,2023-03-30,0.9054,0.9054,,0.9054
85,2023-03-29,0.9003,0.9003,,0.9003
86,2023-03-28,0.9061,0.9061,,0.9061
87,2023-03-27,0.9151,0.9151,,0.9151
88,2023-03-24,0.9116,0.9116,,0.9116
89,2023-03-23,0.909,0.909,,0.909
90,2023-03-22,0.8967,0.8967,,0.8967
91,2023-03-21,0.9023,0.9023,,0.9023
92,2023-03-20,0.8953,0.8953,,0.8953
93,2023-03-17,0.9044,0.9044,,0.9044
94,2023-03-16,0.8886,0.8886,,0.8886
95,2023-03-15,0.8977,0.8977,,0.8977
96,2023-03-14,0.8914,0.8914,,0.8914
97,2023-03-13,0.9016,0.9016,,0.9016
98,2023-03-10,0.8962,0.8962,,0.8962
99,2023-03-09,0.908,0.908,,0.908
100,2023-03-08,0.9133,0.9133,,0.9133
101,2023-03-07,0.9134,0.9134,,0.9134
102,2023-03-06,0.9306,0.9306,,0.9306
103,2023-03-03,0.945,0.945,,0.945
104,2023-03-02,0.9375,0.9375,,0.9375
105,2023-03-01,0.9399,0.9399,,0.9399
106,2023-02-28,0.929,0.929,,0.929
107,2023-02-27,0.9189,0.9189,,0.9189
108,2023-02-24,0.9297,0.9297,,0.9297
109,2023-02-23,0.9459,0.9459,,0.9459
110,2023-02-22,0.9398,0.9398,,0.9398
111,2023-02-21,0.9487,0.9487,,0.9487
112,2023-02-20,0.9451,0.9451,,0.9451
