,date,net_buy_vol,buy_vol,sell_vol,net_in
0,2016-12-05,26.692800000000002,26.692800000000002,,27.1087
1,2016-12-06,18.5778,20.3278,1.75,19.389400000000002
2,2016-12-07,17.2501,18.0903,0.8402,17.7913
3,2016-12-08,16.7664,18.101,1.3346,17.0839
4,2016-12-09,3.6403,19.8809,16.2406,4.2266
5,2016-12-12,11.9453,15.4531,3.5077999999999996,12.2576
6,2016-12-13,12.074100000000001,14.536800000000001,2.4627,12.5144
7,2016-12-14,8.4179,11.1766,2.7587,8.7392
8,2016-12-15,7.0588999999999995,11.479000000000001,4.4201,7.5866999999999996
9,2016-12-16,8.7721,11.7317,2.9596,9.33
10,2016-12-19,3.91,6.2389,2.3289,4.8157
11,2016-12-20,1.3421,5.2942,3.9520999999999997,1.69860000000001
12,2016-12-21,3.3786,5.0621,1.6835,3.6561000000000097
13,2016-12-22,3.6749,5.6237,1.9487999999999999,3.9007
14,2016-12-28,3.3857,6.5267,3.141,3.8462000000000103
15,2016-12-29,2.8287,4.9781,2.1494,3.48530000000001
16,2016-12-30,1.9672999999999998,5.5998,3.6325,3.0
17,2017-01-03,5.986599999999999,8.7535,2.7669,6.1549000000000005
18,2017-01-04,5.834700000000001,10.536800000000001,4.7021,6.2970000000000095
19,2017-01-05,6.098400000000001,10.093,3.9945999999999997,6.335
20,2017-01-06,6.2272,9.5865,3.3593,6.44
21,2017-01-09,8.5193,11.393699999999999,2.8744,8.861799999999999
22,2017-01-10,8.8972,12.2354,3.3382,9.53120000000001
23,2017-01-11,8.93,12.520199999999999,3.5902,9.23049999999999
24,2017-01-12,5.8275,9.065199999999999,3.2377,6.041200000000011
25,2017-01-13,6.085,10.4653,4.3803,6.21
26,2017-01-16,5.218999999999999,11.546700000000001,6.3277,5.5926
27,2017-01-17,5.457000000000001,9.8335,4.3765,5.841799999999999
28,2017-01-18,5.8637,10.3421,4.4784,6.147999999999991
29,2017-01-19,7.768400000000001,11.4795,3.7111,8.08610000000001
30,2017-01-20,8.1837,11.4481,3.2644,8.43
31,2017-01-23,7.4346000000000005,10.9404,3.5058,7.6449
32,2017-01-24,6.8921,10.574300000000001,3.6822000000000004,7.07370000000001
33,2017-01-25,2.6273,6.5674,3.9400999999999997,2.9051
34,2017-01-26,4.503,7.2445,2.7415,4.841
35,2017-02-03,6.8202,10.36,3.5398,7.16
36,2017-02-06,7.096,10.840499999999999,3.7445,7.3973
37,2017-02-07,6.3886,11.1526,4.763999999999999,6.69219999999999
38,2017-02-08,7.3082,11.2394,3.9312,7.76059999999999
39,2017-02-09,2.3649,8.9953,6.6304,2.6660000000000004
40,2017-02-10,5.949199999999999,12.7415,6.7923,6.41
41,2017-02-13,4.5302,12.2829,7.7527,5.0787999999999895
42,2017-02-14,5.283099999999999,11.2818,5.9987,5.6285
43,2017-02-15,4.992900000000001,13.6805,8.6876,5.248899999999989
44,2017-02-16,8.2125,13.615599999999999,5.403099999999999,8.62719999999999
