,date,unit,accu,change_rate,accu_qfq
0,2016-06-30,1.0,1.0,,1.0
1,2016-07-01,1.0,1.0,0.0,1.0
2,2016-07-08,1.0001,1.0001,,1.0001
3,2016-07-15,1.0003,1.0003,,1.0003
4,2016-07-21,0.9934,0.9934,,0.9934
5,2016-07-22,0.9858,0.9858,-0.77,0.9858
6,2016-07-25,0.9818,0.9818,-0.41,0.9818
7,2016-07-26,0.9971,0.9971,1.56,0.9971
8,2016-07-27,0.9389,0.9389,-5.84,0.9389
9,2016-07-28,0.9329,0.9329,-0.64,0.9329
10,2016-07-29,0.9241,0.9241,-0.94,0.9241
11,2016-08-01,0.9129,0.9129,-1.21,0.9129
12,2016-08-02,0.9199,0.9199,0.77,0.9199
13,2016-08-03,0.9167,0.9167,-0.35,0.9167
14,2016-08-04,0.9281,0.9281,1.24,0.9281
15,2016-08-05,0.9167,0.9167,-1.23,0.9167
16,2016-08-08,0.9252,0.9252,0.93,0.9252
17,2016-08-09,0.9351,0.9351,1.07,0.9351
18,2016-08-10,0.9269,0.9269,-0.88,0.9269
19,2016-08-11,0.9125,0.9125,-1.55,0.9125
20,2016-08-12,0.9213,0.9213,0.96,0.9213
21,2016-08-15,0.9554,0.9554,3.7,0.9554
22,2016-08-16,0.9597,0.9597,0.45,0.9597
23,2016-08-17,0.9617,0.9617,0.21,0.9617
24,2016-08-18,0.9596,0.9596,-0.22,0.9596
25,2016-08-19,0.9577,0.9577,-0.2,0.9577
26,2016-08-22,0.9394,0.9394,-1.91,0.9394
27,2016-08-23,0.9428,0.9428,0.36,0.9428
28,2016-08-24,0.95,0.95,0.76,0.95
29,2016-08-25,0.9415,0.9415,-0.89,0.9415
30,2016-08-26,0.9467,0.9467,0.55,0.9467
31,2016-08-29,0.9481,0.9481,0.15,0.9481
32,2016-08-30,0.9495,0.9495,0.15,0.9495
33,2016-08-31,0.9503,0.9503,0.08,0.9503
34,2016-09-01,0.9441,0.9441,-0.65,0.9441
35,2016-09-02,0.9398,0.9398,-0.46,0.9398
36,2016-09-05,0.9442,0.9442,0.47,0.9442
37,2016-09-06,0.9604,0.9604,1.72,0.9604
38,2016-09-07,0.9555,0.9555,-0.51,0.9555
39,2016-09-08,0.9622,0.9622,0.7,0.9622
40,2016-09-09,0.9499,0.9499,-1.28,0.9499
41,2016-09-12,0.9242,0.9242,-2.71,0.9242
42,2016-09-13,0.9196,0.9196,-0.5,0.9196
43,2016-09-14,0.9176,0.9176,-0.22,0.9176
44,2016-09-19,0.9274,0.9274,1.07,0.9274
45,2016-09-20,0.9252,0.9252,-0.24,0.9252
46,2016-09-21,0.9258,0.9258,0.06,0.9258
47,2016-09-22,0.9279,0.9279,0.23,0.9279
48,2016-09-23,0.9194,0.9194,-0.92,0.9194
49,2016-09-26,0.9042,0.9042,-1.65,0.9042
50,2016-09-27,0.9131,0.9131,0.98,0.9131
51,2016-09-28,0.9101,0.9101,-0.33,0.9101
52,2016-09-29,0.9113,0.9113,0.13,0.9113
53,2016-09-30,0.9142,0.9142,0.32,0.9142
54,2016-10-10,0.938,0.938,2.6,0.938
55,2016-10-11,0.938,0.938,0.0,0.938
56,2016-10-12,0.9374,0.9374,-0.06,0.9374
57,2016-10-13,0.937,0.937,-0.04,0.937
58,2016-10-14,0.9294,0.9294,-0.81,0.9294
59,2016-10-17,0.9193,0.9193,-1.09,0.9193
60,2016-10-18,0.9331,0.9331,1.5,0.9331
61,2016-10-19,0.9282,0.9282,-0.53,0.9282
62,2016-10-20,0.9299,0.9299,0.18,0.9299
63,2016-10-21,0.9258,0.9258,-0.44,0.9258
64,2016-10-24,0.9349,0.9349,0.98,0.9349
65,2016-10-25,0.9366,0.9366,0.18,0.9366
66,2016-10-26,0.9313,0.9313,-0.57,0.9313
67,2016-10-27,0.9319,0.9319,0.06,0.9319
68,2016-10-28,0.9252,0.9252,-0.72,0.9252
69,2016-10-31,0.9221,0.9221,-0.34,0.9221
