,date,unit,accu,change_rate,accu_qfq
0,2023-08-10,1.0271,1.0271,0.35,1.0271
1,2023-08-09,1.0235,1.0235,-1.01,1.0235
2,2023-08-08,1.0339,1.0339,-0.39,1.0339
3,2023-08-07,1.038,1.038,-0.7,1.038
4,2023-08-04,1.0453,1.0453,-0.59,1.0453
5,2023-08-03,1.0515,1.0515,0.26,1.0515
6,2023-08-02,1.0488,1.0488,0.13,1.0488
7,2023-08-01,1.0474,1.0474,0.27,1.0474
8,2023-07-31,1.0446,1.0446,1.24,1.0446
9,2023-07-28,1.0318,1.0318,0.7,1.0318
10,2023-07-27,1.0246,1.0246,-1.34,1.0246
11,2023-07-26,1.0385,1.0385,-0.13,1.0385
12,2023-07-25,1.0399,1.0399,1.61,1.0399
13,2023-07-24,1.0234,1.0234,-0.55,1.0234
14,2023-07-21,1.0291,1.0291,-0.63,1.0291
15,2023-07-20,1.0356,1.0356,-1.64,1.0356
16,2023-07-19,1.0529,1.0529,-1.13,1.0529
17,2023-07-18,1.0649,1.0649,-0.17,1.0649
18,2023-07-17,1.0667,1.0667,-0.89,1.0667
19,2023-07-14,1.0763,1.0763,0.15,1.0763
20,2023-07-13,1.0747,1.0747,2.05,1.0747
21,2023-07-12,1.0531,1.0531,-2.84,1.0531
22,2023-07-11,1.0839,1.0839,2.9,1.0839
23,2023-07-10,1.0534,1.0534,0.41,1.0534
24,2023-07-07,1.0491,1.0491,-1.79,1.0491
25,2023-07-06,1.0682,1.0682,-0.07,1.0682
26,2023-07-05,1.069,1.069,-0.89,1.069
27,2023-07-04,1.0786,1.0786,2.31,1.0786
28,2023-07-03,1.0542,1.0542,0.55,1.0542
29,2023-06-30,1.0484,1.0484,0.8,1.0484
30,2023-06-29,1.0401,1.0401,-0.29,1.0401
31,2023-06-28,1.0431,1.0431,-0.11,1.0431
32,2023-06-27,1.0443,1.0443,-0.06,1.0443
33,2023-06-26,1.0449,1.0449,-1.41,1.0449
