,date,open,close,high,low,volume,volume_value,amplitude,volatility_ratio,volatility_price,change_rate
0,1999-01-04,1.87,1.86,1.92,1.86,6250,6788887.5,3.21,-0.53,-0.01,1.56
1,1999-01-05,1.85,1.92,1.99,1.85,15595,17126578.0,7.53,3.23,0.06,3.9
2,1999-01-06,1.93,1.95,2.02,1.93,15908,17736396.0,4.69,1.56,0.03,3.98
3,1999-01-07,1.95,1.91,1.97,1.87,13525,14765386.0,5.13,-2.05,-0.04,3.38
4,1999-01-08,1.91,2.0,2.01,1.91,19803,22146468.0,5.24,4.71,0.09,4.95
5,1999-01-11,2.02,2.07,2.1,1.99,26543,30342306.0,5.5,3.5,0.07,6.64
6,1999-01-12,2.08,2.0,2.09,2.0,15753,17914656.0,4.35,-3.38,-0.07,3.94
7,1999-01-13,1.97,1.99,2.04,1.96,12083,13595378.0,4.0,-0.5,-0.01,3.02
8,1999-01-14,1.96,1.99,2.01,1.95,9631,10745417.0,3.02,0.0,0.0,2.41
9,1999-01-15,1.99,1.9,2.0,1.9,13406,14814104.0,5.03,-4.52,-0.09,3.35
10,1999-01-18,1.89,1.98,1.99,1.87,10468,11495703.0,6.32,4.21,0.08,2.62
11,1999-01-19,2.08,2.02,2.13,2.0,21852,25006408.0,6.57,2.02,0.04,5.46
12,1999-01-20,2.05,2.12,2.19,2.05,34278,40225684.0,6.93,4.95,0.1,8.57
13,1999-01-21,2.13,2.14,2.16,2.09,14521,16957062.0,3.3,0.94,0.02,3.63
14,1999-01-22,2.16,2.1,2.18,2.08,10427,12170709.0,4.67,-1.87,-0.04,2.61
15,1999-01-25,2.11,2.14,2.22,2.11,17587,20787536.0,5.24,1.9,0.04,4.4
16,1999-01-26,2.13,2.05,2.14,2.05,11658,13451820.0,4.21,-4.21,-0.09,2.91
17,1999-01-27,2.04,2.08,2.08,1.96,13200,15015964.0,5.85,1.46,0.03,3.3
18,1999-01-28,2.11,2.02,2.11,2.02,8603,9790364.0,4.33,-2.88,-0.06,2.15
