,date,open,close,high,low,volume,volume_value,amplitude,volatility_ratio,volatility_price,change_rate
0,2014-06-18,1344.05,1328.84,1351.16,1328.81,3938637,8436718080.0,0.0,0.0,0.0,0.0
1,2014-06-19,1327.54,1281.12,1335.44,1269.53,4532795,9384840704.0,4.96,-3.59,-47.72,0.0
2,2014-06-20,1281.14,1294.98,1297.99,1273.18,3111206,6570249728.0,1.94,1.08,13.86,0.0
3,2014-06-23,1295.94,1324.14,1330.24,1295.94,3615497,7837101312.0,2.65,2.25,29.16,0.0
4,2014-06-24,1322.55,1331.38,1335.14,1320.99,3265263,6941362944.0,1.07,0.55,7.24,0.0
5,2014-06-25,1330.12,1322.78,1330.7,1310.5,3214760,6779456768.0,1.52,-0.65,-8.6,0.0
6,2014-06-26,1323.84,1353.7,1359.27,1323.84,4248426,8956190720.0,2.68,2.34,30.92,0.0
7,2014-06-27,1355.03,1355.84,1365.92,1348.61,4350534,9268192768.0,1.28,0.16,2.14,0.0
8,2014-06-30,1355.47,1369.06,1369.58,1337.1,4513364,9867777024.0,2.4,0.98,13.22,0.0
9,2014-07-01,1370.13,1375.43,1380.89,1362.98,4483060,9744680704.0,1.31,0.47,6.37,0.0
10,2014-07-02,1377.84,1380.04,1388.85,1363.49,4295258,9366817024.0,1.84,0.34,4.61,0.0
11,2014-07-03,1378.67,1373.53,1383.1,1368.91,4913801,10393998592.0,1.03,-0.47,-6.51,0.0
12,2014-07-04,1373.02,1365.25,1375.87,1360.95,4577796,9814781696.0,1.09,-0.6,-8.28,0.0
13,2014-07-07,1365.28,1344.19,1365.28,1331.35,4518149,9849644288.0,2.49,-1.54,-21.06,0.0
14,2014-07-08,1343.61,1364.58,1364.58,1332.44,4560966,9831931904.0,2.39,1.52,20.39,0.0
15,2014-07-09,1363.31,1336.16,1372.86,1336.07,5189086,11125080064.0,2.7,-2.08,-28.42,0.0
16,2014-07-10,1337.96,1312.48,1341.86,1311.32,4478376,9413017088.0,2.29,-1.77,-23.68,0.0
17,2014-07-11,1309.5,1309.7,1322.97,1300.61,4073785,8260876800.0,1.7,-0.21,-2.78,0.0
18,2014-07-14,1307.6,1316.71,1317.08,1289.62,4700894,9185440000.0,2.1,0.54,7.01,0.0
19,2014-07-15,1313.7,1292.56,1316.0,1283.87,4516064,9227092736.0,2.44,-1.83,-24.15,0.0
20,2014-07-16,1289.12,1270.53,1295.37,1260.47,4017986,8276977920.0,2.7,-1.7,-22.03,0.0
21,2014-07-17,1265.85,1261.51,1274.21,1253.17,3062862,6453058048.0,1.66,-0.71,-9.02,0.0
