,date,averagePELYR,averagePETTM,middlePELYR,middlePETTM,close
38,2005-03-09,50.81,45.97,32.39,29.73,0.0
39,2005-03-10,50.99,46.17,32.55,29.81,0.0
40,2005-03-11,50.53,45.59,31.65,29.33,0.0
41,2005-03-14,50.77,45.78,31.71,29.48,0.0
42,2005-03-15,49.98,45.64,31.51,29.51,0.0
43,2005-03-16,49.78,45.12,31.64,28.97,0.0
44,2005-03-17,49.76,44.95,31.0,28.88,0.0
45,2005-03-18,49.97,44.52,31.15,28.6,0.0
46,2005-03-21,49.35,44.06,30.2,27.8,0.0
47,2005-03-22,49.27,44.09,29.95,27.94,0.0
48,2005-03-23,48.72,43.01,29.67,27.48,0.0
49,2005-03-24,48.2,42.96,29.61,27.24,0.0
50,2005-03-25,48.89,43.38,30.2,27.61,0.0
51,2005-03-28,48.07,43.25,29.45,27.69,0.0
52,2005-03-29,47.73,43.68,28.92,27.75,0.0
53,2005-03-30,47.25,43.53,28.76,27.5,0.0
54,2005-03-31,46.65,42.54,28.17,26.5,0.0
55,2005-04-01,47.11,43.55,28.45,26.91,0.0
56,2005-04-04,48.03,44.08,29.34,28.01,0.0
57,2005-04-05,47.32,43.78,28.91,27.57,0.0
58,2005-04-06,47.55,43.49,29.16,27.24,0.0
59,2005-04-07,47.7,44.09,29.34,28.12,0.0
60,2005-04-08,48.1,44.87,29.75,28.43,1003.45
61,2005-04-11,49.27,45.37,30.48,29.22,995.42
62,2005-04-12,48.37,44.83,30.01,28.88,978.7
63,2005-04-13,48.11,44.74,29.34,28.33,1000.9
64,2005-04-14,49.2,46.01,30.41,29.04,986.98
65,2005-04-15,48.62,45.06,30.05,28.72,974.08
66,2005-04-18,47.64,44.29,29.34,28.12,963.77
67,2005-04-19,46.95,43.73,28.87,28.0,965.89
68,2005-04-20,47.0,43.99,28.76,27.78,950.87
69,2005-04-21,46.34,43.79,28.33,27.34,943.98
70,2005-04-22,45.82,43.31,27.74,27.15,939.1
71,2005-04-25,46.49,42.45,27.75,26.5,930.07
72,2005-04-26,45.38,40.94,26.93,26.32,937.08
73,2005-04-27,45.63,41.98,27.47,26.93,926.6
74,2005-04-28,45.51,41.29,27.18,26.41,942.07
75,2005-04-29,46.02,41.1,27.7,26.59,932.39
76,2005-05-09,45.71,40.41,27.46,26.39,909.17
77,2005-05-10,44.37,38.27,26.68,25.75,913.08
78,2005-05-11,44.03,38.42,26.57,25.77,901.85
79,2005-05-12,43.68,38.58,26.49,25.17,885.82
80,2005-05-13,44.02,38.52,26.42,25.0,887.54
81,2005-05-16,44.63,39.01,26.61,25.2,875.27
82,2005-05-17,44.25,38.83,26.11,24.85,881.46
83,2005-05-18,44.54,39.28,26.37,25.2,883.2
84,2005-05-19,44.76,39.69,26.3,25.31,884.17
85,2005-05-20,44.76,39.69,26.47,25.56,882.76
86,2005-05-23,44.57,39.34,26.2,25.38,863.34
87,2005-05-24,43.05,37.98,25.83,24.57,868.46
88,2005-05-25,43.9,38.88,26.09,25.09,868.45
89,2005-05-26,44.13,39.07,26.1,24.87,857.33
90,2005-05-27,43.98,38.71,25.76,24.73,849.51
91,2005-05-30,43.8,38.52,25.5,24.5,855.61
92,2005-05-31,43.84,38.92,25.57,24.9,855.95
93,2005-06-01,43.97,38.82,25.53,24.66,837.53
94,2005-06-02,43.1,38.0,24.89,24.01,818.38
95,2005-06-03,43.0,37.93,24.47,23.71,818.03
96,2005-06-06,42.8,37.78,24.44,23.67,839.0
97,2005-06-07,43.13,38.02,24.87,23.99,837.28
98,2005-06-08,42.88,38.19,24.74,24.08,905.77
99,2005-06-09,45.31,40.75,26.58,26.0,912.6
100,2005-06-10,46.0,41.12,27.21,26.14,894.56
101,2005-06-13,45.1,40.51,26.37,25.5,892.96
102,2005-06-14,45.13,40.71,26.52,25.75,883.54
103,2005-06-15,44.87,39.91,25.9,25.16,866.83
104,2005-06-16,44.11,38.6,25.5,24.48,879.24
105,2005-06-17,43.8,39.13,25.76,24.73,880.35
106,2005-06-20,44.2,38.9,25.47,24.79,906.25
107,2005-06-21,44.91,39.96,26.42,25.43,896.17
108,2005-06-22,44.51,39.59,26.24,25.33,900.65
109,2005-06-23,44.68,39.76,26.33,25.62,893.57
110,2005-06-24,44.54,39.51,26.16,25.2,898.3
111,2005-06-27,43.95,39.6,26.22,25.38,916.04
112,2005-06-28,44.85,40.37,26.87,25.87,903.72
113,2005-06-29,44.46,39.65,26.45,25.58,898.9
114,2005-06-30,44.19,39.65,26.33,25.34,878.69
115,2005-07-01,43.11,38.79,25.59,24.58,859.49
116,2005-07-04,42.15,37.01,24.88,23.82,855.93
117,2005-07-05,41.45,36.45,24.57,23.69,849.68
118,2005-07-06,41.42,36.02,24.35,23.49,842.56
119,2005-07-07,41.25,36.11,24.28,23.27,844.73
120,2005-07-08,41.65,36.27,24.37,23.35,829.49
121,2005-07-11,40.32,34.64,23.61,22.78,824.1
122,2005-07-12,40.22,34.38,23.53,22.44,851.82
123,2005-07-13,40.67,35.3,24.23,23.26,846.23
124,2005-07-14,40.38,35.06,24.09,23.02,849.59
125,2005-07-15,40.59,35.06,24.06,23.15,841.0
126,2005-07-18,39.93,34.21,23.55,22.6,833.0
127,2005-07-19,39.34,33.46,22.98,22.22,835.61
128,2005-07-20,39.77,33.72,23.23,22.37,842.64
129,2005-07-21,39.75,33.89,23.22,22.52,843.99
130,2005-07-22,39.86,34.03,23.06,22.53,859.69
131,2005-07-25,40.01,34.44,23.68,22.95,856.86
132,2005-07-26,40.14,34.34,23.49,23.0,876.48
133,2005-07-27,40.42,35.21,23.95,23.41,894.01
134,2005-07-28,41.27,35.91,24.57,23.74,890.88
135,2005-07-29,41.21,35.79,24.6,23.7,888.16
136,2005-08-01,40.61,35.5,24.41,23.6,891.61
137,2005-08-02,40.95,36.04,24.46,23.69,903.6
138,2005-08-03,41.73,36.77,24.85,23.99,909.57
139,2005-08-04,41.8,36.99,25.03,24.05,904.15
140,2005-08-05,41.49,36.78,24.91,23.85,923.8
141,2005-08-08,42.37,37.66,25.71,24.57,927.47
142,2005-08-09,42.75,38.4,25.85,24.88,933.09
143,2005-08-10,43.12,38.9,26.08,25.15,940.37
144,2005-08-11,43.49,39.51,26.3,25.37,953.99
145,2005-08-12,44.04,39.72,26.57,25.65,938.32
146,2005-08-15,43.46,38.48,26.34,25.32,954.5
147,2005-08-16,43.97,39.4,27.22,26.0,945.06
148,2005-08-17,44.18,39.21,26.94,25.4,953.01
149,2005-08-18,44.45,39.82,27.25,25.95,920.67
150,2005-08-19,43.15,38.55,26.29,24.96,923.04
151,2005-08-22,43.29,38.25,26.24,24.96,931.67
152,2005-08-23,43.55,38.09,26.45,25.04,923.41
153,2005-08-24,43.15,37.17,26.11,24.46,930.65
154,2005-08-25,43.4,37.52,26.37,24.77,930.12
155,2005-08-26,43.65,38.08,26.57,25.13,928.26
156,2005-08-29,43.83,38.7,26.89,25.41,917.37
157,2005-08-30,43.74,37.91,26.74,24.89,914.88
158,2005-08-31,43.96,38.21,26.66,24.91,927.92
159,2005-09-01,44.37,38.61,27.24,25.3,944.56
160,2005-09-02,45.24,39.56,27.99,25.91,947.87
161,2005-09-05,45.21,39.4,28.13,25.99,952.72
162,2005-09-06,46.15,39.73,28.46,26.33,936.61
163,2005-09-07,45.06,39.11,27.75,25.84,952.76
164,2005-09-08,45.99,39.99,28.69,26.49,955.28
165,2005-09-09,45.8,39.99,28.53,26.57,949.07
166,2005-09-12,45.97,39.6,28.2,26.43,949.51
167,2005-09-13,46.3,39.83,28.24,26.46,963.77
168,2005-09-14,46.55,40.48,28.71,27.09,970.19
169,2005-09-15,46.52,40.71,29.09,27.16,969.6
170,2005-09-16,46.73,40.89,29.09,27.21,967.5
171,2005-09-19,46.98,40.91,29.07,27.15,971.14
172,2005-09-20,47.25,41.5,29.29,27.51,961.92
173,2005-09-21,47.26,41.27,29.14,27.33,944.41
174,2005-09-22,46.73,41.13,28.91,26.98,923.27
175,2005-09-23,45.82,39.59,28.05,26.25,916.15
176,2005-09-26,44.65,39.68,27.55,25.98,918.49
177,2005-09-27,45.05,39.18,27.72,26.14,904.21
178,2005-09-28,44.24,38.53,27.39,25.7,903.72
179,2005-09-29,43.97,38.33,27.29,25.79,915.98
180,2005-09-30,44.78,39.23,27.77,26.2,917.39
181,2005-10-10,44.31,39.3,27.77,26.18,907.32
182,2005-10-11,44.16,38.63,27.57,25.92,919.72
183,2005-10-12,44.8,39.52,28.11,26.25,923.49
184,2005-10-13,45.26,39.61,28.34,26.48,916.5
185,2005-10-14,44.97,39.61,28.17,26.45,904.83
186,2005-10-17,44.89,39.19,27.93,26.27,897.62
187,2005-10-18,45.04,39.24,27.86,26.39,902.37
188,2005-10-19,45.59,40.03,28.33,26.77,898.74
189,2005-10-20,45.35,39.73,28.46,26.45,899.91
190,2005-10-21,45.17,39.58,28.57,26.45,904.41
191,2005-10-24,45.34,40.31,28.65,26.58,906.65
192,2005-10-25,45.67,39.53,28.69,26.35,894.27
193,2005-10-26,44.78,38.37,28.36,25.83,875.82
194,2005-10-27,43.63,37.48,27.44,24.96,875.85
195,2005-10-28,43.6,37.25,27.44,24.67,867.73
196,2005-10-31,42.66,37.16,26.55,24.29,876.28
197,2005-11-01,42.75,37.97,26.67,24.49,872.87
198,2005-11-02,42.7,37.69,26.36,24.17,882.48
199,2005-11-03,43.02,38.29,26.88,24.24,874.58
200,2005-11-04,42.32,38.12,26.47,24.28,878.36
201,2005-11-07,42.65,38.39,26.81,24.33,877.28
202,2005-11-08,43.08,38.48,26.91,24.47,881.52
203,2005-11-09,43.44,38.51,27.12,24.7,879.25
204,2005-11-10,43.33,38.28,26.96,24.71,862.97
205,2005-11-11,42.17,37.62,26.15,23.99,864.79
206,2005-11-14,42.17,37.71,26.12,24.12,862.15
207,2005-11-15,42.2,37.91,26.15,24.22,856.63
208,2005-11-16,41.94,37.44,25.73,23.76,863.12
209,2005-11-17,42.32,37.74,25.99,23.89,862.66
210,2005-11-18,42.29,37.73,25.9,23.68,882.24
211,2005-11-21,42.74,38.53,26.54,24.22,883.87
212,2005-11-22,42.92,38.69,26.6,24.2,869.62
213,2005-11-23,42.66,37.87,26.09,23.81,876.23
214,2005-11-24,42.78,38.2,26.3,24.04,881.49
215,2005-11-25,42.99,38.34,26.17,24.03,884.11
216,2005-11-28,42.98,38.31,26.2,24.06,880.17
217,2005-11-29,42.8,38.16,25.97,23.87,871.31
218,2005-11-30,42.12,37.85,25.63,23.64,873.83
219,2005-12-01,42.13,37.88,25.76,23.81,873.07
220,2005-12-02,41.99,37.73,25.7,23.58,869.94
221,2005-12-05,42.02,37.22,25.46,23.51,859.61
222,2005-12-06,41.24,36.45,24.58,22.87,866.08
223,2005-12-07,41.45,36.61,24.62,23.1,873.84
224,2005-12-08,41.45,36.97,24.77,23.26,874.06
225,2005-12-09,41.54,36.87,24.67,23.15,887.36
226,2005-12-12,41.73,37.17,25.06,23.39,888.52
227,2005-12-13,41.75,37.33,25.18,23.53,889.1
228,2005-12-14,41.75,37.34,25.17,23.59,898.15
229,2005-12-15,42.13,37.7,25.48,23.82,896.43
230,2005-12-16,42.05,37.46,25.39,23.71,902.56
231,2005-12-19,42.34,37.75,25.45,23.88,902.91
232,2005-12-20,42.6,37.53,25.47,23.9,907.32
233,2005-12-21,42.24,37.84,25.56,24.06,903.14
234,2005-12-22,42.3,37.52,25.47,23.84,908.75
235,2005-12-23,41.99,37.44,25.47,23.86,915.89
236,2005-12-26,42.45,37.81,25.79,24.22,922.38
237,2005-12-27,42.72,37.81,25.92,24.37,919.36
238,2005-12-28,42.84,37.76,25.91,24.24,920.92
239,2005-12-29,42.95,37.85,25.9,24.25,932.03
240,2005-12-30,43.28,38.17,26.18,24.57,923.45
241,2006-01-04,43.02,38.04,25.79,24.45,941.43
242,2006-01-05,49.0,38.3,27.39,24.76,959.13
243,2006-01-06,49.13,38.74,27.72,25.11,970.03
244,2006-01-09,49.33,39.13,28.0,25.13,975.25
245,2006-01-10,50.0,39.62,28.53,25.41,978.15
246,2006-01-11,49.99,39.72,28.43,25.49,973.48
247,2006-01-12,49.83,39.47,28.34,25.3,983.72
248,2006-01-13,50.09,40.19,28.86,25.72,978.81
249,2006-01-16,50.26,40.24,28.9,25.71,961.44
250,2006-01-17,50.28,39.65,28.46,25.29,964.29
251,2006-01-18,49.92,39.69,28.45,25.25,983.62
252,2006-01-19,50.5,40.4,29.0,25.58,991.22
253,2006-01-20,50.9,40.51,29.07,25.67,993.34
254,2006-01-23,50.96,40.88,29.43,26.19,996.16
255,2006-01-24,50.95,40.44,29.58,26.25,999.09
256,2006-01-25,50.46,40.44,29.61,26.34,1009.6
257,2006-02-06,50.49,40.04,29.65,26.03,1033.23
258,2006-02-07,51.03,40.91,30.04,26.5,1029.94
259,2006-02-08,50.95,40.91,29.75,26.57,1033.07
260,2006-02-09,51.25,41.16,29.7,26.59,1019.6
261,2006-02-10,50.3,40.85,29.13,26.22,1032.34
262,2006-02-13,50.74,41.21,29.57,26.51,1031.61
263,2006-02-14,51.08,40.87,29.38,26.25,1038.53
264,2006-02-15,51.31,41.26,29.66,26.46,1041.66
265,2006-02-16,51.49,41.3,29.77,26.57,1020.12
266,2006-02-17,50.69,40.28,28.99,25.88,1020.37
267,2006-02-20,50.94,40.01,28.95,25.6,1021.64
268,2006-02-21,50.54,39.62,28.72,25.36,1038.82
269,2006-02-22,51.53,40.24,29.35,25.87,1037.88
270,2006-02-23,51.65,40.37,29.24,25.89,1041.37
271,2006-02-24,51.32,40.16,28.9,25.87,1049.44
272,2006-02-27,51.38,40.43,29.03,26.07,1047.85
273,2006-02-28,51.41,40.44,29.1,26.11,1053.01
274,2006-03-01,51.21,41.11,29.01,26.22,1056.62
275,2006-03-02,51.54,41.37,29.26,26.48,1038.67
276,2006-03-03,50.81,40.93,28.74,25.91,1041.68
277,2006-03-06,50.82,41.01,28.71,25.99,1038.87
278,2006-03-07,50.82,40.56,28.47,25.78,1014.97
279,2006-03-08,49.86,39.64,27.98,25.24,1009.27
280,2006-03-09,49.22,39.29,27.55,25.16,1004.34
281,2006-03-10,49.37,39.42,27.58,25.0,1008.9
282,2006-03-13,49.57,39.48,27.56,24.78,1019.86
283,2006-03-14,49.37,39.45,27.65,25.08,1018.27
284,2006-03-15,49.46,39.51,27.78,25.33,1028.96
285,2006-03-16,49.61,39.83,28.03,25.56,1027.62
286,2006-03-17,49.44,39.81,28.03,25.64,1024.02
287,2006-03-20,49.31,40.26,28.1,25.44,1037.66
288,2006-03-21,49.64,41.3,28.19,25.7,1040.76
289,2006-03-22,49.72,41.45,28.39,25.73,1047.67
290,2006-03-23,49.91,41.61,28.64,25.96,1048.54
291,2006-03-24,50.06,41.97,28.63,26.05,1042.6
292,2006-03-27,49.99,41.5,28.75,26.1,1050.71
293,2006-03-28,50.29,42.66,28.66,26.45,1055.98
294,2006-03-29,50.23,42.94,28.64,26.71,1065.29
295,2006-03-30,50.48,43.16,28.59,27.05,1055.63
296,2006-03-31,49.99,43.05,28.44,26.82,1061.09
297,2006-04-03,50.35,44.17,28.35,27.15,1079.32
298,2006-04-04,50.68,44.74,28.95,27.54,1089.37
299,2006-04-05,50.79,44.67,29.5,27.99,1099.97
300,2006-04-06,50.7,45.24,29.66,28.4,1103.24
301,2006-04-07,50.81,45.41,29.63,28.65,1103.15
302,2006-04-10,51.35,45.55,30.19,28.86,1117.91
303,2006-04-11,51.93,46.52,30.59,29.69,1123.31
304,2006-04-12,51.71,46.88,30.59,30.03,1117.07
305,2006-04-13,51.75,47.26,30.53,29.95,1093.92
306,2006-04-14,50.98,46.93,29.72,29.06,1118.61
307,2006-04-17,52.01,48.02,30.31,29.64,1124.41
308,2006-04-18,51.82,48.52,30.46,29.92,1131.28
309,2006-04-19,52.24,48.77,30.57,30.02,1138.24
310,2006-04-20,52.26,48.85,30.77,30.21,1134.38
311,2006-04-21,51.33,48.47,30.68,29.75,1149.16
312,2006-04-24,52.04,49.16,31.12,30.53,1142.7
313,2006-04-25,52.02,49.32,30.93,30.11,1141.93
314,2006-04-26,52.17,49.93,30.8,30.17,1155.73
315,2006-04-27,52.35,50.36,31.21,30.79,1155.27
316,2006-04-28,52.45,50.49,31.47,30.97,1172.35
317,2006-05-08,53.5,52.1,32.31,32.02,1218.44
318,2006-05-09,53.92,53.67,32.97,33.04,1251.61
319,2006-05-10,54.72,54.48,33.88,34.06,1265.93
320,2006-05-11,55.73,55.48,34.16,34.28,1255.04
321,2006-05-12,55.27,55.3,33.97,34.12,1296.26
322,2006-05-15,56.8,56.55,34.96,35.18,1352.15
323,2006-05-16,58.12,57.8,37.1,37.14,1331.13
324,2006-05-17,56.94,56.97,35.38,35.63,1335.52
325,2006-05-18,57.91,57.6,35.87,35.85,1331.2
326,2006-05-19,58.31,57.98,35.74,35.86,1366.1
327,2006-05-22,58.37,58.29,36.51,36.65,1373.67
328,2006-05-23,59.08,58.77,37.13,37.03,1317.65
329,2006-05-24,58.43,58.1,35.67,35.61,1308.24
330,2006-05-25,57.2,56.68,35.06,35.12,1307.7
331,2006-05-26,57.63,56.83,35.28,35.16,1331.02
332,2006-05-29,58.86,58.01,36.07,36.01,1366.29
333,2006-05-30,59.1,58.22,36.37,36.23,1378.76
334,2006-05-31,60.02,59.15,37.27,37.02,1365.45
335,2006-06-01,59.94,59.06,37.09,36.89,1402.88
336,2006-06-02,61.56,60.6,38.1,37.99,1390.12
337,2006-06-05,61.63,60.66,38.63,38.42,1403.16
338,2006-06-06,62.53,61.54,38.94,38.67,1399.14
339,2006-06-07,62.66,61.7,38.25,38.14,1320.23
340,2006-06-08,59.85,59.0,35.91,35.65,1325.98
341,2006-06-09,59.58,58.74,36.22,35.84,1294.18
342,2006-06-12,58.31,57.57,35.37,35.2,1297.67
343,2006-06-13,58.44,57.68,35.66,35.45,1298.28
344,2006-06-14,58.28,57.25,35.4,35.38,1283.88
345,2006-06-15,58.23,57.44,35.19,35.15,1285.38
346,2006-06-16,58.32,57.76,35.02,34.96,1318.01
347,2006-06-19,58.74,57.94,35.98,35.87,1334.89
348,2006-06-20,59.08,58.25,36.62,36.41,1338.22
349,2006-06-21,59.83,59.03,36.9,36.74,1333.53
350,2006-06-22,59.5,58.69,36.87,36.74,1331.55
351,2006-06-23,59.23,58.42,36.97,36.89,1339.45
352,2006-06-26,60.4,59.63,37.44,37.33,1363.41
353,2006-06-27,60.65,59.81,37.88,37.61,1363.9
354,2006-06-28,60.92,60.05,38.48,38.28,1362.88
355,2006-06-29,60.77,59.9,38.43,38.15,1395.12
356,2006-06-30,61.5,60.61,38.89,38.73,1393.96
357,2006-07-03,61.33,60.43,38.49,38.21,1420.33
358,2006-07-04,61.97,61.08,39.01,38.72,1411.01
359,2006-07-05,61.82,61.01,38.98,38.88,1393.01
360,2006-07-06,61.11,60.08,38.46,38.43,1418.67
361,2006-07-07,62.13,61.3,39.22,39.0,1410.43
362,2006-07-10,62.33,61.52,38.94,38.82,1412.12
363,2006-07-11,62.78,62.0,39.74,39.44,1418.58
364,2006-07-12,62.95,62.17,39.88,39.73,1419.2
365,2006-07-13,62.83,62.03,39.38,38.91,1346.09
366,2006-07-14,60.13,59.84,36.79,36.77,1357.13
367,2006-07-17,60.5,59.94,37.36,37.22,1372.25
368,2006-07-18,61.43,60.84,38.18,37.84,1373.42
369,2006-07-19,61.4,60.6,37.98,37.76,1336.64
370,2006-07-20,60.26,59.47,37.18,36.99,1345.19
371,2006-07-21,60.63,59.91,37.3,37.03,1356.03
372,2006-07-24,60.75,60.22,37.36,37.26,1358.12
373,2006-07-25,60.37,60.01,37.57,37.57,1374.17
374,2006-07-26,60.64,60.31,38.38,38.34,1371.3
375,2006-07-27,60.68,60.31,38.21,38.17,1355.55
376,2006-07-28,61.13,60.59,37.62,37.58,1341.39
377,2006-07-31,60.69,59.89,37.3,37.02,1294.33
378,2006-08-01,58.62,57.78,35.75,35.5,1282.06
379,2006-08-02,57.77,56.97,35.36,35.18,1275.09
380,2006-08-03,58.0,57.2,35.3,35.17,1271.74
381,2006-08-04,57.57,56.77,35.27,35.08,1241.91
382,2006-08-07,56.2,55.69,33.96,33.79,1224.1
383,2006-08-08,55.01,54.5,33.34,33.32,1252.39
384,2006-08-09,56.04,55.27,34.18,34.0,1251.3
385,2006-08-10,56.5,55.74,34.57,34.33,1271.47
386,2006-08-11,57.16,56.12,35.08,34.95,1275.65
387,2006-08-14,57.03,56.16,35.15,35.09,1245.72
388,2006-08-15,55.91,55.01,33.96,33.93,1265.86
389,2006-08-16,56.73,55.82,34.63,34.5,1283.57
390,2006-08-17,57.38,56.47,35.08,34.98,1271.63
391,2006-08-18,56.98,56.09,34.25,34.2,1267.87
392,2006-08-21,56.61,55.7,34.38,34.31,1270.56
393,2006-08-22,56.64,55.65,34.81,34.47,1285.27
394,2006-08-23,57.2,56.23,35.21,34.84,1285.68
395,2006-08-24,57.08,56.06,35.11,34.89,1292.4
396,2006-08-25,57.65,56.69,35.43,35.13,1295.44
397,2006-08-28,57.53,56.6,35.44,35.28,1325.89
398,2006-08-29,58.12,57.4,36.24,36.03,1330.15
399,2006-08-30,57.9,57.2,36.42,35.76,1334.67
400,2006-08-31,58.31,57.66,36.29,36.19,1338.69
401,2006-09-01,58.39,57.96,36.45,36.39,1318.1
402,2006-09-04,58.37,57.49,35.99,35.66,1337.24
403,2006-09-05,58.88,58.21,37.0,36.73,1340.68
404,2006-09-06,59.06,58.39,37.02,36.86,1346.37
405,2006-09-07,58.63,58.2,37.55,37.4,1328.38
406,2006-09-08,58.22,57.81,36.81,36.66,1332.15
407,2006-09-11,57.93,57.5,36.51,36.34,1338.76
408,2006-09-12,58.22,57.78,36.78,36.71,1347.64
409,2006-09-13,58.41,57.97,36.95,36.95,1338.39
410,2006-09-14,57.62,57.42,36.63,36.73,1338.28
411,2006-09-15,57.76,57.34,36.28,36.28,1362.32
412,2006-09-18,58.46,58.26,36.69,36.82,1375.56
413,2006-09-19,58.91,58.49,37.13,37.13,1378.31
414,2006-09-20,59.03,58.4,37.29,37.3,1378.46
415,2006-09-21,58.93,58.34,37.69,37.57,1387.37
416,2006-09-22,59.08,58.24,38.04,38.01,1374.85
417,2006-09-25,58.5,57.9,37.81,37.64,1372.4
418,2006-09-26,58.3,57.95,37.81,37.7,1357.65
419,2006-09-27,58.23,57.89,37.37,37.13,1371.12
420,2006-09-28,58.55,58.18,37.78,37.62,1387.0
421,2006-09-29,58.9,58.5,37.86,37.7,1403.27
422,2006-10-09,59.36,58.75,38.21,38.13,1436.07
423,2006-10-10,60.47,59.85,38.75,38.5,1437.24
424,2006-10-11,60.82,60.22,38.99,38.82,1435.91
425,2006-10-12,61.03,60.44,39.27,39.04,1426.5
426,2006-10-13,60.33,60.01,38.38,38.3,1430.88
427,2006-10-16,60.53,59.95,38.73,38.4,1418.52
428,2006-10-17,60.3,59.5,38.46,38.41,1414.45
429,2006-10-18,60.14,59.57,38.04,37.85,1437.59
430,2006-10-19,60.89,60.3,38.77,38.42,1439.38
431,2006-10-20,61.18,60.59,39.15,38.96,1440.18
432,2006-10-23,61.03,60.45,38.91,38.47,1408.71
433,2006-10-24,59.23,58.89,38.25,37.22,1440.05
434,2006-10-25,60.14,59.75,39.16,38.3,1446.83
435,2006-10-26,59.91,59.51,38.68,38.35,1456.1
436,2006-10-27,59.6,59.22,38.51,38.12,1439.05
437,2006-10-30,58.4,58.0,38.02,37.63,1446.24
438,2006-10-31,58.87,58.01,37.6,36.99,1464.47
439,2006-11-01,59.01,58.31,37.56,37.09,1479.41
440,2006-11-02,59.15,58.67,37.79,37.05,1479.66
441,2006-11-03,59.27,58.57,37.72,37.05,1488.29
442,2006-11-06,58.98,58.5,38.04,37.44,1507.89
443,2006-11-07,58.65,58.17,37.92,37.56,1516.1
444,2006-11-08,58.56,58.08,37.89,37.4,1498.17
445,2006-11-09,58.44,57.99,37.74,37.29,1524.71
446,2006-11-10,59.22,58.49,38.09,37.53,1504.06
447,2006-11-13,58.58,57.65,37.38,36.78,1475.78
448,2006-11-14,57.08,56.65,35.92,35.47,1493.78
449,2006-11-15,57.29,56.83,36.38,35.9,1534.76
450,2006-11-16,57.74,57.5,36.95,36.26,1533.29
451,2006-11-17,56.85,56.62,36.66,35.62,1562.08
452,2006-11-20,56.96,56.51,36.94,36.45,1593.16
453,2006-11-21,56.73,56.27,37.02,36.62,1612.25
454,2006-11-22,57.06,56.6,37.2,36.86,1624.03
455,2006-11-23,57.89,57.45,37.54,37.02,1634.91
456,2006-11-24,58.2,57.77,37.95,37.17,1636.58
457,2006-11-27,58.83,58.6,38.25,37.74,1651.8
458,2006-11-28,59.43,59.2,39.18,38.54,1644.01
459,2006-11-29,59.62,59.62,39.38,39.02,1667.14
460,2006-11-30,60.0,59.99,39.52,39.28,1714.36
461,2006-12-01,60.91,60.87,40.08,39.99,1729.22
462,2006-12-04,61.04,61.0,39.92,39.51,1780.74
463,2006-12-05,61.97,61.92,40.46,40.1,1794.23
464,2006-12-06,61.91,61.65,41.12,40.61,1779.41
465,2006-12-07,61.13,61.11,40.49,39.86,1775.71
466,2006-12-08,60.72,60.49,40.09,39.53,1711.58
467,2006-12-11,59.35,59.14,38.58,38.17,1789.92
468,2006-12-12,60.13,59.91,39.69,39.28,1802.79
469,2006-12-13,60.2,59.75,39.6,39.17,1803.86
470,2006-12-14,60.34,59.9,39.6,39.39,1836.14
471,2006-12-15,61.53,61.13,40.49,39.91,1867.64
