,date,open,close,high,low,volume,volume_value,amplitude,volatility_ratio,volatility_price,change_rate
0,2020-09-23,0.983,0.984,0.989,0.975,1342281,131895354.0,0.0,0.0,0.0,2.51
1,2020-09-24,0.978,0.959,0.978,0.959,845634,81678664.0,1.93,-2.54,-0.025,1.58
2,2020-09-25,0.962,0.958,0.968,0.953,406514,39015092.0,1.56,-0.1,-0.001,0.76
3,2020-09-28,0.958,0.949,0.962,0.948,521557,49754985.0,1.46,-0.94,-0.009,0.98
4,2020-09-29,0.951,0.964,0.969,0.951,388866,37470125.0,1.9,1.58,0.015,0.73
5,2020-09-30,0.962,0.959,0.97,0.955,281215,27089151.0,1.56,-0.52,-0.005,0.53
6,2020-10-09,0.974,0.987,0.99,0.974,683655,67255946.0,1.67,2.92,0.028,1.28
7,2020-10-12,0.99,1.017,1.019,0.99,3719615,375876464.0,2.94,3.04,0.03,6.96
8,2020-10-13,1.016,1.023,1.027,1.014,2657593,271308496.0,1.28,0.59,0.006,4.98
9,2020-10-14,1.023,1.008,1.023,1.006,716517,72440215.0,1.66,-1.47,-0.015,1.34
10,2020-10-15,1.008,1.005,1.015,1.005,546053,55145698.0,0.99,-0.3,-0.003,1.02
11,2020-10-16,1.005,0.995,1.009,0.99,754598,75235162.0,1.89,-1.0,-0.01,1.41
12,2020-10-19,1.007,0.994,1.011,0.992,570064,57046346.0,1.91,-0.1,-0.001,1.07
13,2020-10-20,0.992,1.003,1.004,0.99,477564,47584691.0,1.41,0.91,0.009,0.89
14,2020-10-21,1.001,0.982,1.001,0.977,912900,90019124.0,2.39,-2.09,-0.021,1.71
15,2020-10-22,0.982,0.981,0.985,0.973,352058,34524256.0,1.22,-0.1,-0.001,0.66
16,2020-10-23,0.982,0.971,0.99,0.968,521754,50990152.0,2.24,-1.02,-0.01,0.98
17,2020-10-26,0.97,0.977,0.986,0.964,473694,46291951.0,2.27,0.62,0.006,0.89
18,2020-10-27,0.973,0.981,0.983,0.971,281190,27510680.0,1.23,0.41,0.004,0.53
