,date,unit,accu,change_rate,accu_qfq
0,2013-03-06,1.0,1.0,,1.0
1,2013-03-08,1.0029,1.0029,,1.0029
2,2013-03-15,1.0002,1.0002,-0.27,1.0002
3,2013-03-18,0.9973,0.9973,-0.29,0.9973
4,2013-03-19,1.0001,1.0001,0.28,1.0001
5,2013-03-20,1.0174,1.0174,1.73,1.0174
6,2013-03-21,1.0185,1.0185,0.11,1.0185
7,2013-03-22,1.0198,1.0198,0.13,1.0198
8,2013-03-25,1.0176,1.0176,-0.22,1.0176
9,2013-03-26,1.0033,1.0033,-1.41,1.0033
10,2013-03-27,1.0064,1.0064,0.31,1.0064
11,2013-03-28,0.9743,0.9743,-3.19,0.9743
12,2013-03-29,0.9731,0.9731,-0.12,0.9731
13,2013-04-01,0.9719,0.9719,-0.12,0.9719
14,2013-04-02,0.9686,0.9686,-0.34,0.9686
15,2013-04-03,0.967,0.967,-0.17,0.967
16,2013-04-08,0.9625,0.9625,-0.47,0.9625
17,2013-04-09,0.9692,0.9692,0.7,0.9692
18,2013-04-10,0.9675,0.9675,-0.18,0.9675
19,2013-04-11,0.9647,0.9647,-0.29,0.9647
20,2013-04-12,0.9586,0.9586,-0.63,0.9586
21,2013-04-15,0.949,0.949,-1.0,0.949
22,2013-04-16,0.9577,0.9577,0.92,0.9577
23,2013-04-17,0.9576,0.9576,-0.01,0.9576
24,2013-04-18,0.9601,0.9601,0.26,0.9601
25,2013-04-19,0.9866,0.9866,2.76,0.9866
26,2013-04-22,0.9854,0.9854,-0.12,0.9854
27,2013-04-23,0.9542,0.9542,-3.17,0.9542
28,2013-04-24,0.9722,0.9722,1.89,0.9722
29,2013-04-25,0.9616,0.9616,-1.09,0.9616
30,2013-04-26,0.9537,0.9537,-0.82,0.9537
31,2013-05-02,0.9544,0.9544,0.07,0.9544
32,2013-05-03,0.9714,0.9714,1.78,0.9714
33,2013-05-06,0.9843,0.9843,1.33,0.9843
34,2013-05-07,0.9859,0.9859,0.16,0.9859
35,2013-05-08,0.9907,0.9907,0.49,0.9907
36,2013-05-09,0.985,0.985,-0.58,0.985
37,2013-05-10,0.9901,0.9901,0.52,0.9901
38,2013-05-13,0.9865,0.9865,-0.36,0.9865
39,2013-05-14,0.9721,0.9721,-1.46,0.9721
40,2013-05-15,0.9775,0.9775,0.56,0.9775
41,2013-05-16,0.9956,0.9956,1.85,0.9956
42,2013-05-17,1.0109,1.0109,1.54,1.0109
43,2013-05-20,1.018,1.018,0.7,1.018
44,2013-05-21,1.0201,1.0201,0.21,1.0201
45,2013-05-22,1.0216,1.0216,0.15,1.0216
46,2013-05-23,1.0082,1.0082,-1.31,1.0082
47,2013-05-24,1.0141,1.0141,0.59,1.0141
48,2013-05-27,1.0151,1.0151,0.1,1.0151
49,2013-05-28,1.0325,1.0325,1.71,1.0325
50,2013-05-29,1.0319,1.0319,-0.06,1.0319
51,2013-05-30,1.0287,1.0287,-0.31,1.0287
52,2013-05-31,1.018,1.018,-1.04,1.018
53,2013-06-03,1.0179,1.0179,-0.01,1.0179
54,2013-06-04,1.0037,1.0037,-1.4,1.0037
55,2013-06-05,1.002,1.002,-0.17,1.002
56,2013-06-06,0.9898,0.9898,-1.22,0.9898
57,2013-06-07,0.9739,0.9739,-1.61,0.9739
58,2013-06-13,0.9428,0.9428,-3.19,0.9428
59,2013-06-14,0.9495,0.9495,0.71,0.9495
60,2013-06-17,0.9445,0.9445,-0.53,0.9445
61,2013-06-18,0.9507,0.9507,0.66,0.9507
62,2013-06-19,0.9439,0.9439,-0.72,0.9439
63,2013-06-20,0.9128,0.9128,-3.29,0.9128
64,2013-06-21,0.912,0.912,-0.09,0.912
65,2013-06-24,0.8547,0.8547,-6.28,0.8547
66,2013-06-25,0.8526,0.8526,-0.25,0.8526
67,2013-06-26,0.8544,0.8544,0.21,0.8544
68,2013-06-27,0.8519,0.8519,-0.29,0.8519
69,2013-06-28,0.8688,0.8688,1.98,0.8688
70,2013-06-30,0.8688,0.8688,0.0,0.8688
71,2013-07-01,0.8741,0.8741,0.61,0.8741
72,2013-07-02,0.8775,0.8775,0.39,0.8775
73,2013-07-03,0.8713,0.8713,-0.71,0.8713
74,2013-07-04,0.8786,0.8786,0.84,0.8786
75,2013-07-05,0.8805,0.8805,0.22,0.8805
76,2013-07-08,0.8566,0.8566,-2.71,0.8566
77,2013-07-09,0.8563,0.8563,-0.04,0.8563
78,2013-07-10,0.8805,0.8805,2.83,0.8805
79,2013-07-11,0.9225,0.9225,4.77,0.9225
80,2013-07-12,0.9023,0.9023,-2.19,0.9023
81,2013-07-15,0.9146,0.9146,1.36,0.9146
82,2013-07-16,0.9188,0.9188,0.46,0.9188
83,2013-07-17,0.9053,0.9053,-1.47,0.9053
84,2013-07-18,0.8907,0.8907,-1.61,0.8907
85,2013-07-19,0.8692,0.8692,-2.41,0.8692
86,2013-07-22,0.8746,0.8746,0.62,0.8746
87,2013-07-23,0.8999,0.8999,2.89,0.8999
88,2013-07-24,0.8937,0.8937,-0.69,0.8937
89,2013-07-25,0.8895,0.8895,-0.47,0.8895
90,2013-07-26,0.8842,0.8842,-0.6,0.8842
91,2013-07-29,0.8652,0.8652,-2.15,0.8652
92,2013-07-30,0.8705,0.8705,0.61,0.8705
93,2013-07-31,0.8721,0.8721,0.18,0.8721
94,2013-08-01,0.8929,0.8929,2.39,0.8929
95,2013-08-02,0.8937,0.8937,0.09,0.8937
96,2013-08-05,0.9059,0.9059,1.37,0.9059
97,2013-08-06,0.912,0.912,0.67,0.912
98,2013-08-07,0.9068,0.9068,-0.57,0.9068
99,2013-08-08,0.9057,0.9057,-0.12,0.9057
100,2013-08-09,0.9094,0.9094,0.41,0.9094
101,2013-08-12,0.9358,0.9358,2.9,0.9358
102,2013-08-13,0.9383,0.9383,0.27,0.9383
103,2013-08-14,0.9344,0.9344,-0.42,0.9344
104,2013-08-15,0.9236,0.9236,-1.16,0.9236
105,2013-08-16,0.9174,0.9174,-0.67,0.9174
106,2013-08-19,0.928,0.928,1.16,0.928
107,2013-08-20,0.9206,0.9206,-0.8,0.9206
108,2013-08-21,0.919,0.919,-0.17,0.919
109,2013-08-22,0.9173,0.9173,-0.19,0.9173
110,2013-08-23,0.9106,0.9106,-0.73,0.9106
111,2013-08-26,0.9297,0.9297,2.1,0.9297
112,2013-08-27,0.9317,0.9317,0.22,0.9317
113,2013-08-28,0.9267,0.9267,-0.54,0.9267
114,2013-08-29,0.923,0.923,-0.4,0.923
115,2013-08-30,0.9212,0.9212,-0.2,0.9212
116,2013-09-02,0.9236,0.9236,0.26,0.9236
117,2013-09-03,0.9368,0.9368,1.43,0.9368
118,2013-09-04,0.9353,0.9353,-0.16,0.9353
119,2013-09-05,0.9319,0.9319,-0.36,0.9319
