,date,open,close,high,low,volume,volume_value,amplitude,volatility_ratio,volatility_price,change_rate
0,2020-04-07,9.95,9.984,9.999,9.935,257221,256395494.0,0.0,0.0,0.0,7.45
1,2020-04-08,9.984,9.983,9.998,9.97,145864,145700331.0,0.28,-0.01,-0.001,4.22
2,2020-04-09,9.999,10.01,10.015,9.997,215762,215973042.0,0.18,0.27,0.027,6.25
3,2020-04-10,10.011,9.953,10.015,9.945,198434,197965875.0,0.7,-0.57,-0.057,5.75
4,2020-04-13,9.953,9.877,9.953,9.874,190885,189180490.0,0.79,-0.76,-0.076,5.53
5,2020-04-14,9.88,9.901,9.911,9.88,146208,144797914.0,0.31,0.24,0.024,4.23
6,2020-04-15,9.906,9.886,9.915,9.882,98814,97878978.0,0.33,-0.15,-0.015,2.86
7,2020-04-16,9.882,9.914,9.915,9.881,97663,96707178.0,0.34,0.28,0.028,2.83
8,2020-04-17,9.923,9.942,9.965,9.923,106277,105747559.0,0.42,0.28,0.028,3.08
9,2020-04-20,9.943,9.964,9.968,9.943,98697,98291255.0,0.25,0.22,0.022,2.86
10,2020-04-21,9.962,9.936,9.964,9.921,89042,88439701.0,0.43,-0.28,-0.028,2.58
11,2020-04-22,9.932,9.962,9.965,9.932,76128,75743740.0,0.33,0.26,0.026,2.2
12,2020-04-23,9.968,9.953,9.971,9.952,83926,83595364.0,0.19,-0.09,-0.009,2.43
13,2020-04-24,9.958,9.924,9.969,9.921,75146,74720910.0,0.48,-0.29,-0.029,2.18
14,2020-04-27,9.928,9.94,9.96,9.925,62888,62578001.0,0.35,0.16,0.016,1.82
15,2020-04-28,9.945,9.935,9.954,9.892,96137,95507491.0,0.62,-0.05,-0.005,2.78
16,2020-04-29,9.938,9.943,9.963,9.933,63737,63428398.0,0.3,0.08,0.008,1.85
17,2020-04-30,9.946,10.0,10.005,9.946,107793,107720320.0,0.59,0.57,0.057,3.12
18,2020-05-06,9.96,10.008,10.011,9.96,129685,129637872.0,0.51,0.08,0.008,3.75
19,2020-05-07,10.008,9.981,10.013,9.98,87152,87110010.0,0.33,-0.27,-0.027,2.52
20,2020-05-08,9.985,9.997,10.018,9.985,97499,97548087.0,0.33,0.16,0.016,2.82
21,2020-05-11,9.999,9.972,10.02,9.967,132079,131989173.0,0.53,-0.25,-0.025,3.82
22,2020-05-12,9.976,9.945,9.982,9.937,71003,70655505.0,0.45,-0.27,-0.027,2.06
23,2020-05-13,9.943,9.928,9.946,9.927,57203,56816837.0,0.19,-0.17,-0.017,1.66
24,2020-05-14,9.929,9.867,9.929,9.866,72013,71219615.0,0.63,-0.61,-0.061,2.08
25,2020-05-15,9.871,9.854,9.88,9.852,73087,72108553.0,0.28,-0.13,-0.013,2.12
26,2020-05-18,9.853,9.791,9.865,9.79,69507,68288560.0,0.76,-0.64,-0.063,2.01
27,2020-05-19,9.8,9.78,9.82,9.776,87354,85544451.0,0.45,-0.11,-0.011,2.53
28,2020-05-20,9.78,9.705,9.78,9.703,83455,81283015.0,0.79,-0.77,-0.075,2.42
29,2020-05-21,9.71,9.683,9.725,9.68,87526,84963379.0,0.46,-0.23,-0.022,2.53
30,2020-05-22,9.681,9.633,9.683,9.606,117151,112899016.0,0.8,-0.52,-0.05,3.39
31,2020-05-25,9.63,9.57,9.633,9.555,76495,73313140.0,0.81,-0.65,-0.063,2.21
32,2020-05-26,9.583,9.621,9.622,9.581,40725,39117131.0,0.43,0.53,0.051,1.18
33,2020-05-27,9.627,9.614,9.628,9.604,39713,38183349.0,0.25,-0.07,-0.007,1.15
34,2020-05-28,9.615,9.624,9.652,9.609,57803,55653041.0,0.45,0.1,0.01,1.67
35,2020-05-29,9.619,9.714,9.719,9.619,66726,64701911.0,1.04,0.94,0.09,1.93
36,2020-06-01,9.725,9.802,9.807,9.725,52733,51597241.0,0.84,0.91,0.088,1.53
37,2020-06-02,9.805,9.804,9.818,9.792,63299,62083216.0,0.27,0.02,0.002,1.83
38,2020-06-03,9.811,9.778,9.821,9.777,48980,48012448.0,0.45,-0.27,-0.026,1.42
39,2020-06-04,9.785,9.74,9.799,9.737,48355,47197478.0,0.63,-0.39,-0.038,1.4
